n,R,T,config_norm,median_time_ms,solved_rate
400,0.6,0.4,adaptive_v3,45.8934,1.0
400,0.6,0.4,both,26.22285,1.0
400,0.6,0.4,lawler,25.894750000000002,1.0
400,0.6,0.4,szwarc,60.74715,1.0
400,0.6,0.6,adaptive_v1,552.25385,1.0
400,0.6,0.6,adaptive_v2,1499.6027,1.0
400,0.6,0.6,adaptive_v3,1465.0943000000002,1.0
400,0.6,0.6,both,799.77475,1.0
400,0.6,0.6,lawler,549.18605,1.0
400,0.6,0.6,szwarc,1767.79675,1.0
400,0.6,0.8,adaptive_v1,2.057,1.0
400,0.6,0.8,adaptive_v2,2.4729,1.0
400,0.6,0.8,adaptive_v3,2.614,1.0
400,0.6,0.8,both,1.4945,1.0
400,0.6,0.8,lawler,1.9695,1.0
400,0.6,0.8,szwarc,1.70945,1.0
400,0.8,0.2,adaptive_v1,0.007,1.0
400,0.8,0.2,adaptive_v2,0.0063999999999999994,1.0
400,0.8,0.2,adaptive_v3,0.00615,1.0
400,0.8,0.2,both,0.00645,1.0
400,0.8,0.2,lawler,0.0067,1.0
400,0.8,0.2,szwarc,0.0063,1.0
400,0.8,0.4,adaptive_v1,0.0077,1.0
400,0.8,0.4,adaptive_v2,0.008150000000000001,1.0
400,0.8,0.4,adaptive_v3,0.008,1.0
400,0.8,0.4,both,0.00795,1.0
400,0.8,0.4,lawler,0.00685,1.0
400,0.8,0.4,szwarc,0.00695,1.0
400,0.8,0.6,adaptive_v1,65.5406,1.0
400,0.8,0.6,adaptive_v2,153.0943,1.0
400,0.8,0.6,adaptive_v3,155.9213,1.0
400,0.8,0.6,both,88.61555,1.0
400,0.8,0.6,lawler,64.62865,1.0
400,0.8,0.6,szwarc,191.5858,1.0
400,0.8,0.8,adaptive_v1,1.8167,1.0
400,0.8,0.8,adaptive_v2,2.4053,1.0
400,0.8,0.8,adaptive_v3,2.38295,1.0
400,0.8,0.8,both,1.5625,1.0
400,0.8,0.8,lawler,1.7915,1.0
400,0.8,0.8,szwarc,1.7304,1.0
400,1.0,0.2,adaptive_v1,0.00625,1.0
400,1.0,0.2,adaptive_v2,0.00745,1.0
400,1.0,0.2,adaptive_v3,0.00715,1.0
400,1.0,0.2,both,0.006,1.0
400,1.0,0.2,lawler,0.00595,1.0
400,1.0,0.2,szwarc,0.0065,1.0
400,1.0,0.4,adaptive_v1,0.0063,1.0
400,1.0,0.4,adaptive_v2,0.0072,1.0
400,1.0,0.4,adaptive_v3,0.00625,1.0
400,1.0,0.4,both,0.00665,1.0
400,1.0,0.4,lawler,0.00575,1.0
400,1.0,0.4,szwarc,0.0063,1.0
400,1.0,0.6,adaptive_v1,2.7908,1.0
400,1.0,0.6,adaptive_v2,4.162000000000001,1.0
400,1.0,0.6,adaptive_v3,4.18935,1.0
400,1.0,0.6,both,3.02455,1.0
400,1.0,0.6,lawler,2.78925,1.0
400,1.0,0.6,szwarc,4.66395,1.0
400,1.0,0.8,adaptive_v1,1.633,1.0
400,1.0,0.8,adaptive_v2,2.2302999999999997,1.0
400,1.0,0.8,adaptive_v3,2.2559,1.0
400,1.0,0.8,both,1.5678,1.0
400,1.0,0.8,lawler,1.6099999999999999,1.0
400,1.0,0.8,szwarc,1.7922500000000001,1.0
500,0.2,0.2,adaptive_v1,146.92964999999998,1.0
500,0.2,0.2,adaptive_v2,232.0487,1.0
500,0.2,0.2,adaptive_v3,215.10625,1.0
500,0.2,0.2,both,129.88615,1.0
500,0.2,0.2,lawler,145.28915,1.0
500,0.2,0.2,szwarc,290.57655,1.0
500,0.2,0.4,adaptive_v1,8760.23085,1.0
500,0.2,0.4,adaptive_v2,10514.7127,1.0
500,0.2,0.4,adaptive_v3,8579.36955,1.0
500,0.2,0.4,both,8700.97055,1.0
500,0.2,0.4,lawler,8770.65335,1.0
500,0.2,0.4,szwarc,19441.4983,1.0
500,0.2,0.6,adaptive_v1,20032.8494,1.0
500,0.2,0.6,adaptive_v2,21875.092299999997,1.0
500,0.2,0.6,adaptive_v3,18387.565300000002,1.0
500,0.2,0.6,both,20154.6063,1.0
500,0.2,0.6,lawler,20102.18105,1.0
500,0.2,0.6,szwarc,35359.92765,1.0
500,0.2,0.8,adaptive_v1,6469.5107,1.0
500,0.2,0.8,adaptive_v2,7566.2248,1.0
500,0.2,0.8,adaptive_v3,6483.66135,1.0
500,0.2,0.8,both,5906.0854500000005,1.0
500,0.2,0.8,lawler,6465.76245,1.0
500,0.2,0.8,szwarc,9148.9266,1.0
500,0.4,0.2,adaptive_v1,0.0174,1.0
500,0.4,0.2,adaptive_v2,0.02275,1.0
500,0.4,0.2,adaptive_v3,0.0174,1.0
500,0.4,0.2,both,0.02185,1.0
500,0.4,0.2,lawler,0.015099999999999999,1.0
500,0.4,0.2,szwarc,2.4839,1.0
500,0.4,0.4,adaptive_v1,1383.2321000000002,1.0
500,0.4,0.4,adaptive_v2,2133.0689,1.0
500,0.4,0.4,adaptive_v3,1921.73165,1.0
500,0.4,0.4,both,1397.86455,1.0
500,0.4,0.4,lawler,1378.82385,1.0
500,0.4,0.4,szwarc,3578.0460000000003,1.0
500,0.4,0.6,adaptive_v1,5932.10265,1.0
500,0.4,0.6,adaptive_v2,9146.9462,1.0
500,0.4,0.6,adaptive_v3,7607.16665,1.0
500,0.4,0.6,both,6844.6471,1.0
500,0.4,0.6,lawler,5931.9755000000005,1.0
500,0.4,0.6,szwarc,14076.969949999999,1.0
500,0.4,0.8,adaptive_v1,28.860400000000002,1.0
500,0.4,0.8,adaptive_v2,54.496,1.0
500,0.4,0.8,adaptive_v3,56.75785,1.0
500,0.4,0.8,both,36.8781,1.0
500,0.4,0.8,lawler,29.4313,1.0
500,0.4,0.8,szwarc,64.20599999999999,1.0
500,0.6,0.2,adaptive_v1,0.0071,1.0
500,0.6,0.2,adaptive_v2,0.00695,1.0
500,0.6,0.2,adaptive_v3,0.0061,1.0
500,0.6,0.2,both,0.0071,1.0
500,0.6,0.2,lawler,0.00705,1.0
500,0.6,0.2,szwarc,0.00695,1.0
500,0.6,0.4,adaptive_v1,80.81535,1.0
500,0.6,0.4,adaptive_v2,209.9179,1.0
500,0.6,0.4,adaptive_v3,187.8519,1.0
500,0.6,0.4,both,104.3721,1.0
500,0.6,0.4,lawler,79.88855,1.0
500,0.6,0.4,szwarc,235.53270000000003,1.0
500,0.6,0.6,adaptive_v1,1307.2111,1.0
500,0.6,0.6,adaptive_v2,3618.26525,1.0
500,0.6,0.6,adaptive_v3,3283.3824999999997,1.0
500,0.6,0.6,both,2112.97595,1.0
500,0.6,0.6,lawler,1299.2269000000001,1.0
500,0.6,0.6,szwarc,4573.52075,1.0
500,0.6,0.8,adaptive_v1,2.96895,1.0
500,0.6,0.8,adaptive_v2,3.81595,1.0
500,0.6,0.8,adaptive_v3,3.701,1.0
500,0.6,0.8,both,2.13255,1.0
500,0.6,0.8,lawler,2.91155,1.0
500,0.6,0.8,szwarc,2.7101,1.0
500,0.8,0.2,adaptive_v1,0.007549999999999999,1.0
500,0.8,0.2,adaptive_v2,0.0068,1.0
500,0.8,0.2,adaptive_v3,0.00745,1.0
500,0.8,0.2,both,0.00795,1.0
500,0.8,0.2,lawler,0.0067,1.0
500,0.8,0.2,szwarc,0.0076,1.0
500,0.8,0.4,adaptive_v1,0.060149999999999995,1.0
500,0.8,0.4,adaptive_v2,0.08265,1.0
500,0.8,0.4,adaptive_v3,0.0735,1.0
500,0.8,0.4,both,0.07185,1.0
500,0.8,0.4,lawler,0.0621,1.0
500,0.8,0.4,szwarc,4.96235,1.0
500,0.8,0.6,adaptive_v1,51.93545,1.0
500,0.8,0.6,adaptive_v2,118.7619,1.0
500,0.8,0.6,adaptive_v3,138.8826,1.0
500,0.8,0.6,both,80.3048,1.0
500,0.8,0.6,lawler,51.713300000000004,1.0
500,0.8,0.6,szwarc,151.42885,1.0
500,0.8,0.8,adaptive_v1,2.6003,1.0
500,0.8,0.8,adaptive_v2,3.5172499999999998,1.0
500,0.8,0.8,adaptive_v3,3.49795,1.0
500,0.8,0.8,both,2.1984500000000002,1.0
500,0.8,0.8,lawler,2.50895,1.0
500,0.8,0.8,szwarc,2.4946,1.0
500,1.0,0.2,adaptive_v1,0.00685,1.0
500,1.0,0.2,adaptive_v2,0.007,1.0
500,1.0,0.2,adaptive_v3,0.006699999999999999,1.0
500,1.0,0.2,both,0.0074,1.0
500,1.0,0.2,lawler,0.0066,1.0
500,1.0,0.2,szwarc,0.00715,1.0
500,1.0,0.4,adaptive_v1,0.0066,1.0
500,1.0,0.4,adaptive_v2,0.0067,1.0
500,1.0,0.4,adaptive_v3,0.0066,1.0
500,1.0,0.4,both,0.0069,1.0
500,1.0,0.4,lawler,0.00715,1.0
500,1.0,0.4,szwarc,0.006999999999999999,1.0
500,1.0,0.6,adaptive_v1,3.49805,1.0
500,1.0,0.6,adaptive_v2,4.96035,1.0
500,1.0,0.6,adaptive_v3,4.8706,1.0
500,1.0,0.6,both,3.6960499999999996,1.0
500,1.0,0.6,lawler,3.26715,1.0
500,1.0,0.6,szwarc,5.0944,1.0
500,1.0,0.8,adaptive_v1,2.2808,1.0
500,1.0,0.8,adaptive_v2,3.3287,1.0
500,1.0,0.8,adaptive_v3,3.34965,1.0
500,1.0,0.8,both,2.1583,1.0
500,1.0,0.8,lawler,2.2268499999999998,1.0
500,1.0,0.8,szwarc,2.39945,1.0
600,0.2,0.2,adaptive_v1,378.23875,1.0
600,0.2,0.2,adaptive_v2,591.3680999999999,1.0
600,0.2,0.2,adaptive_v3,556.0002999999999,1.0
600,0.2,0.2,both,346.51914999999997,1.0
600,0.2,0.2,lawler,377.65625,1.0
600,0.2,0.2,szwarc,854.76625,1.0
600,0.2,0.4,adaptive_v1,14462.275450000001,1.0
600,0.2,0.4,adaptive_v2,17628.063349999997,1.0
600,0.2,0.4,adaptive_v3,14030.478650000001,1.0
600,0.2,0.4,both,14012.3349,1.0
600,0.2,0.4,lawler,14729.6065,1.0
600,0.2,0.4,szwarc,32055.983099999998,1.0
600,0.2,0.6,adaptive_v1,33369.7282,1.0
600,0.2,0.6,adaptive_v2,36731.26425,1.0
600,0.2,0.6,adaptive_v3,29627.9294,1.0
600,0.2,0.6,both,33108.16855,1.0
600,0.2,0.6,lawler,33465.25035,1.0
600,0.2,0.6,szwarc,58458.7897,1.0
600,0.2,0.8,adaptive_v1,13338.466250000001,1.0
600,0.2,0.8,adaptive_v2,16082.0839,1.0
600,0.2,0.8,adaptive_v3,12962.880000000001,1.0
600,0.2,0.8,both,12751.44635,1.0
600,0.2,0.8,lawler,13324.10545,1.0
600,0.2,0.8,szwarc,17311.49675,1.0
600,0.4,0.2,adaptive_v1,0.0257,1.0
600,0.4,0.2,adaptive_v2,0.030449999999999998,1.0
600,0.4,0.2,adaptive_v3,0.03315,1.0
600,0.4,0.2,both,0.03075,1.0
600,0.4,0.2,lawler,0.02685,1.0
600,0.4,0.2,szwarc,6.4839,1.0
600,0.4,0.4,adaptive_v1,2237.0793,1.0
600,0.4,0.4,adaptive_v2,3487.31615,1.0
600,0.4,0.4,adaptive_v3,2954.58995,1.0
600,0.4,0.4,both,2393.7778500000004,1.0
600,0.4,0.4,lawler,2218.3439,1.0
600,0.4,0.4,szwarc,5989.28455,1.0
600,0.4,0.6,adaptive_v1,9992.45895,1.0
600,0.4,0.6,adaptive_v2,15364.5283,1.0
600,0.4,0.6,adaptive_v3,12711.041949999999,1.0
600,0.4,0.6,both,11968.67815,1.0
600,0.4,0.6,lawler,9975.894400000001,1.0
600,0.4,0.6,szwarc,23289.648549999998,1.0
600,0.4,0.8,adaptive_v1,48.405750000000005,1.0
600,0.4,0.8,adaptive_v2,102.64410000000001,1.0
600,0.4,0.8,adaptive_v3,100.32695,1.0
600,0.4,0.8,both,66.6011,1.0
600,0.4,0.8,lawler,47.869150000000005,1.0
600,0.4,0.8,szwarc,130.01965,1.0
600,0.6,0.2,adaptive_v1,0.007350000000000001,1.0
600,0.6,0.2,adaptive_v2,0.00685,1.0
600,0.6,0.2,adaptive_v3,0.0069,1.0
600,0.6,0.2,both,0.007350000000000001,1.0
600,0.6,0.2,lawler,0.00775,1.0
600,0.6,0.2,szwarc,0.00695,1.0
600,0.6,0.4,adaptive_v1,149.01175,1.0
600,0.6,0.4,adaptive_v2,295.03094999999996,1.0
600,0.6,0.4,adaptive_v3,281.39475000000004,1.0
600,0.6,0.4,both,180.8779,1.0
600,0.6,0.4,lawler,152.5727,1.0
600,0.6,0.4,szwarc,386.70075,1.0
600,0.6,0.6,adaptive_v1,2293.8540000000003,1.0
600,0.6,0.6,adaptive_v2,5659.8199,1.0
600,0.6,0.6,adaptive_v3,5112.614299999999,1.0
600,0.6,0.6,both,2959.07715,1.0
600,0.6,0.6,lawler,2285.46625,1.0
600,0.6,0.6,szwarc,7547.1521999999995,1.0
600,0.6,0.8,adaptive_v1,3.7558,1.0
600,0.6,0.8,adaptive_v2,4.94585,1.0
600,0.6,0.8,adaptive_v3,5.10435,1.0
600,0.6,0.8,both,2.76775,1.0
600,0.6,0.8,lawler,3.7918,1.0
600,0.6,0.8,szwarc,3.2295,1.0
600,0.8,0.2,adaptive_v1,0.0081,1.0
600,0.8,0.2,adaptive_v2,0.008799999999999999,1.0
600,0.8,0.2,adaptive_v3,0.0078000000000000005,1.0
600,0.8,0.2,both,0.008,1.0
600,0.8,0.2,lawler,0.00735,1.0
600,0.8,0.2,szwarc,0.007549999999999999,1.0
600,0.8,0.4,adaptive_v1,0.05115,1.0
600,0.8,0.4,adaptive_v2,0.065,1.0
600,0.8,0.4,adaptive_v3,0.07,1.0
600,0.8,0.4,both,0.0658,1.0
600,0.8,0.4,lawler,0.0524,1.0
600,0.8,0.4,szwarc,6.8576999999999995,1.0
600,0.8,0.6,adaptive_v1,148.46820000000002,1.0
600,0.8,0.6,adaptive_v2,450.0674,1.0
600,0.8,0.6,adaptive_v3,428.802,1.0
600,0.8,0.6,both,275.5037,1.0
600,0.8,0.6,lawler,147.01344999999998,1.0
600,0.8,0.6,szwarc,477.78090000000003,1.0
600,0.8,0.8,adaptive_v1,3.28155,1.0
600,0.8,0.8,adaptive_v2,4.632,1.0
600,0.8,0.8,adaptive_v3,4.7334499999999995,1.0
600,0.8,0.8,both,2.79705,1.0
600,0.8,0.8,lawler,3.148,1.0
600,0.8,0.8,szwarc,2.9156500000000003,1.0
600,1.0,0.2,adaptive_v1,0.0075,1.0
600,1.0,0.2,adaptive_v2,0.0079,1.0
600,1.0,0.2,adaptive_v3,0.00745,1.0
600,1.0,0.2,both,0.00795,1.0
600,1.0,0.2,lawler,0.0072499999999999995,1.0
600,1.0,0.2,szwarc,0.00765,1.0
600,1.0,0.4,adaptive_v1,0.0074,1.0
600,1.0,0.4,adaptive_v2,0.0074,1.0
600,1.0,0.4,adaptive_v3,0.0075,1.0
600,1.0,0.4,both,0.00775,1.0
600,1.0,0.4,lawler,0.007549999999999999,1.0
600,1.0,0.4,szwarc,0.00875,1.0
600,1.0,0.6,adaptive_v1,4.3292,1.0
600,1.0,0.6,adaptive_v2,7.454549999999999,1.0
600,1.0,0.6,adaptive_v3,7.222300000000001,1.0
600,1.0,0.6,both,5.4074,1.0
600,1.0,0.6,lawler,4.344799999999999,1.0
600,1.0,0.6,szwarc,7.60065,1.0
600,1.0,0.8,adaptive_v1,2.9092000000000002,1.0
600,1.0,0.8,adaptive_v2,4.4971,1.0
600,1.0,0.8,adaptive_v3,4.6197,1.0
600,1.0,0.8,both,2.9693500000000004,1.0
600,1.0,0.8,lawler,2.92115,1.0
600,1.0,0.8,szwarc,3.17085,1.0
700,0.2,0.2,adaptive_v1,487.54575,1.0
700,0.2,0.2,adaptive_v2,882.44805,1.0
700,0.2,0.2,adaptive_v3,795.59635,1.0
700,0.2,0.2,both,483.65875,1.0
700,0.2,0.2,lawler,499.11514999999997,1.0
700,0.2,0.2,szwarc,1186.3274000000001,1.0
700,0.2,0.4,adaptive_v1,26632.4574,1.0
700,0.2,0.4,adaptive_v2,32831.07355,1.0
700,0.2,0.4,adaptive_v3,24591.139,1.0
700,0.2,0.4,both,27592.53695,1.0
700,0.2,0.4,lawler,27011.0828,1.0
700,0.2,0.4,szwarc,63222.9331,1.0
700,0.2,0.6,adaptive_v1,69010.2003,1.0
700,0.2,0.6,adaptive_v2,72354.52755,1.0
700,0.2,0.6,adaptive_v3,54862.647150000004,1.0
700,0.2,0.6,both,71870.7481,1.0
700,0.2,0.6,lawler,70044.52395,1.0
700,0.2,0.6,szwarc,112981.1472,1.0
700,0.2,0.8,adaptive_v1,25233.0539,1.0
700,0.2,0.8,adaptive_v2,31898.63065,1.0
700,0.2,0.8,adaptive_v3,24442.77775,1.0
700,0.2,0.8,both,25011.959600000002,1.0
700,0.2,0.8,lawler,25671.877249999998,1.0
700,0.2,0.8,szwarc,34950.27335,1.0
700,0.4,0.2,adaptive_v1,0.0131,1.0
700,0.4,0.2,adaptive_v2,0.0093,1.0
700,0.4,0.2,adaptive_v3,0.009850000000000001,1.0
700,0.4,0.2,both,0.0126,1.0
700,0.4,0.2,lawler,0.0123,1.0
700,0.4,0.2,szwarc,0.01085,1.0
700,0.4,0.4,adaptive_v1,3903.16675,1.0
700,0.4,0.4,adaptive_v2,6751.92575,1.0
700,0.4,0.4,adaptive_v3,5201.5767,1.0
700,0.4,0.4,both,4474.05,1.0
700,0.4,0.4,lawler,3965.3601,1.0
700,0.4,0.4,szwarc,11066.433949999999,1.0
700,0.4,0.6,adaptive_v1,19370.394249999998,1.0
700,0.4,0.6,adaptive_v2,28380.0896,1.0
700,0.4,0.6,adaptive_v3,22093.9795,1.0
700,0.4,0.6,both,23861.2834,1.0
700,0.4,0.6,lawler,19614.38235,1.0
700,0.4,0.6,szwarc,46880.6657,1.0
700,0.4,0.8,adaptive_v1,67.986,1.0
700,0.4,0.8,adaptive_v2,169.2167,1.0
700,0.4,0.8,adaptive_v3,167.42945,1.0
700,0.4,0.8,both,103.2543,1.0
700,0.4,0.8,lawler,70.12305,1.0
700,0.4,0.8,szwarc,209.4694,1.0
700,0.6,0.2,adaptive_v1,0.0078000000000000005,1.0
700,0.6,0.2,adaptive_v2,0.00855,1.0
700,0.6,0.2,adaptive_v3,0.00825,1.0
700,0.6,0.2,both,0.009850000000000001,1.0
700,0.6,0.2,lawler,0.00825,1.0
700,0.6,0.2,szwarc,0.008400000000000001,1.0
700,0.6,0.4,adaptive_v1,188.48805,1.0
700,0.6,0.4,adaptive_v2,523.8258000000001,1.0
700,0.6,0.4,adaptive_v3,488.6454,1.0
700,0.6,0.4,both,275.172,1.0
700,0.6,0.4,lawler,192.2275,1.0
700,0.6,0.4,szwarc,610.11935,1.0
700,0.6,0.6,adaptive_v1,3221.6922000000004,1.0
700,0.6,0.6,adaptive_v2,10084.95505,1.0
700,0.6,0.6,adaptive_v3,8644.89585,1.0
700,0.6,0.6,both,6070.741,1.0
700,0.6,0.6,lawler,3243.52005,1.0
700,0.6,0.6,szwarc,12538.17365,1.0
700,0.6,0.8,adaptive_v1,4.539,1.0
700,0.6,0.8,adaptive_v2,5.9765999999999995,1.0
700,0.6,0.8,adaptive_v3,6.03815,1.0
700,0.6,0.8,both,3.33125,1.0
700,0.6,0.8,lawler,4.62025,1.0
700,0.6,0.8,szwarc,3.77725,1.0
700,0.8,0.2,adaptive_v1,0.007949999999999999,1.0
700,0.8,0.2,adaptive_v2,0.0077,1.0
700,0.8,0.2,adaptive_v3,0.008199999999999999,1.0
700,0.8,0.2,both,0.0077,1.0
700,0.8,0.2,lawler,0.00945,1.0
700,0.8,0.2,szwarc,0.00795,1.0
700,0.8,0.4,adaptive_v1,0.05315,1.0
700,0.8,0.4,adaptive_v2,0.0633,1.0
700,0.8,0.4,adaptive_v3,0.0616,1.0
700,0.8,0.4,both,0.06615,1.0
700,0.8,0.4,lawler,0.05495,1.0
700,0.8,0.4,szwarc,8.81055,1.0
700,0.8,0.6,adaptive_v1,134.82945,1.0
700,0.8,0.6,adaptive_v2,324.0188,1.0
700,0.8,0.6,adaptive_v3,335.53685,1.0
700,0.8,0.6,both,211.5371,1.0
700,0.8,0.6,lawler,136.2711,1.0
700,0.8,0.6,szwarc,388.7341,1.0
700,0.8,0.8,adaptive_v1,3.9850000000000003,1.0
700,0.8,0.8,adaptive_v2,5.66845,1.0
700,0.8,0.8,adaptive_v3,6.12685,1.0
700,0.8,0.8,both,3.5001499999999997,1.0
700,0.8,0.8,lawler,4.05625,1.0
700,0.8,0.8,szwarc,3.7352499999999997,1.0
700,1.0,0.2,adaptive_v1,0.00775,1.0
700,1.0,0.2,adaptive_v2,0.0077,1.0
700,1.0,0.2,adaptive_v3,0.00775,1.0
700,1.0,0.2,both,0.008,1.0
700,1.0,0.2,lawler,0.009000000000000001,1.0
700,1.0,0.2,szwarc,0.0081,1.0
700,1.0,0.4,adaptive_v1,0.0079,1.0
700,1.0,0.4,adaptive_v2,0.00785,1.0
700,1.0,0.4,adaptive_v3,0.00805,1.0
700,1.0,0.4,both,0.0081,1.0
700,1.0,0.4,lawler,0.0091,1.0
700,1.0,0.4,szwarc,0.00795,1.0
700,1.0,0.6,adaptive_v1,6.6459,1.0
700,1.0,0.6,adaptive_v2,9.9133,1.0
700,1.0,0.6,adaptive_v3,11.681999999999999,1.0
700,1.0,0.6,both,7.8974,1.0
700,1.0,0.6,lawler,6.727449999999999,1.0
700,1.0,0.6,szwarc,10.598949999999999,1.0
700,1.0,0.8,adaptive_v1,3.64755,1.0
700,1.0,0.8,adaptive_v2,5.61675,1.0
700,1.0,0.8,adaptive_v3,6.0501000000000005,1.0
700,1.0,0.8,both,3.5884,1.0
700,1.0,0.8,lawler,3.83575,1.0
700,1.0,0.8,szwarc,3.98,1.0
800,0.2,0.2,adaptive_v1,958.2099499999999,1.0
800,0.2,0.2,adaptive_v2,1565.2568999999999,1.0
800,0.2,0.2,adaptive_v3,1360.8803,1.0
800,0.2,0.2,both,919.7090499999999,1.0
800,0.2,0.2,lawler,954.1405,1.0
800,0.2,0.2,szwarc,2411.13875,1.0
800,0.2,0.4,adaptive_v1,46437.93355,1.0
800,0.2,0.4,adaptive_v2,56599.23105,1.0
800,0.2,0.4,adaptive_v3,42401.7097,1.0
800,0.2,0.4,both,51423.25885,1.0
800,0.2,0.4,lawler,46244.93785,1.0
800,0.2,0.4,szwarc,111186.693,1.0
800,0.2,0.6,adaptive_v1,125813.26855000001,1.0
800,0.2,0.6,adaptive_v2,121156.20504999999,1.0
800,0.2,0.6,adaptive_v3,91191.31534999999,1.0
800,0.2,0.6,both,118323.9398,1.0
800,0.2,0.6,lawler,124972.5054,1.0
800,0.2,0.6,szwarc,184847.70539999998,1.0
800,0.2,0.8,adaptive_v1,50071.55115,1.0
800,0.2,0.8,adaptive_v2,53919.2843,1.0
800,0.2,0.8,adaptive_v3,40883.089550000004,1.0
800,0.2,0.8,both,43553.4366,1.0
800,0.2,0.8,lawler,49535.513399999996,1.0
800,0.2,0.8,szwarc,60625.670549999995,1.0
800,0.4,0.2,adaptive_v1,0.0218,1.0
800,0.4,0.2,adaptive_v2,0.02735,1.0
800,0.4,0.2,adaptive_v3,0.029249999999999998,1.0
800,0.4,0.2,both,0.0281,1.0
800,0.4,0.2,lawler,0.0216,1.0
800,0.4,0.2,szwarc,5.37755,1.0
800,0.4,0.4,adaptive_v1,7731.73665,1.0
800,0.4,0.4,adaptive_v2,11764.735850000001,1.0
800,0.4,0.4,adaptive_v3,9265.8402,1.0
800,0.4,0.4,both,8774.215100000001,1.0
800,0.4,0.4,lawler,7628.3423,1.0
800,0.4,0.4,szwarc,20507.54305,1.0
800,0.4,0.6,adaptive_v1,38254.599799999996,1.0
800,0.4,0.6,adaptive_v2,54128.618350000004,1.0
800,0.4,0.6,adaptive_v3,41777.20865,1.0
800,0.4,0.6,both,43236.3802,1.0
800,0.4,0.6,lawler,37727.2961,1.0
800,0.4,0.6,szwarc,85395.5023,1.0
800,0.4,0.8,adaptive_v1,126.4682,1.0
800,0.4,0.8,adaptive_v2,286.704,1.0
800,0.4,0.8,adaptive_v3,350.2282,1.0
800,0.4,0.8,both,197.3425,1.0
800,0.4,0.8,lawler,126.50465,1.0
800,0.4,0.8,szwarc,336.59125,1.0
800,0.6,0.2,adaptive_v1,0.0076,1.0
800,0.6,0.2,adaptive_v2,0.00785,1.0
800,0.6,0.2,adaptive_v3,0.0075,1.0
800,0.6,0.2,both,0.0074,1.0
800,0.6,0.2,lawler,0.0076500000000000005,1.0
800,0.6,0.2,szwarc,0.0079,1.0
800,0.6,0.4,adaptive_v1,389.4072,1.0
800,0.6,0.4,adaptive_v2,915.8278,1.0
800,0.6,0.4,adaptive_v3,866.1972499999999,1.0
800,0.6,0.4,both,494.2042,1.0
800,0.6,0.4,lawler,386.98749999999995,1.0
800,0.6,0.4,szwarc,1186.11445,1.0
800,0.6,0.6,adaptive_v1,8057.9746,1.0
800,0.6,0.6,adaptive_v2,19433.6069,1.0
800,0.6,0.6,adaptive_v3,17479.56205,1.0
800,0.6,0.6,both,13731.3204,1.0
800,0.6,0.6,lawler,8017.9532,1.0
800,0.6,0.6,szwarc,26445.47285,1.0
800,0.6,0.8,adaptive_v1,5.4994499999999995,1.0
800,0.6,0.8,adaptive_v2,7.1716,1.0
800,0.6,0.8,adaptive_v3,7.9013,1.0
800,0.6,0.8,both,3.78395,1.0
800,0.6,0.8,lawler,5.4776,1.0
800,0.6,0.8,szwarc,4.343,1.0
800,0.8,0.2,adaptive_v1,0.0076,1.0
800,0.8,0.2,adaptive_v2,0.0074,1.0
800,0.8,0.2,adaptive_v3,0.00745,1.0
800,0.8,0.2,both,0.00785,1.0
800,0.8,0.2,lawler,0.008,1.0
800,0.8,0.2,szwarc,0.0078000000000000005,1.0
800,0.8,0.4,adaptive_v1,0.09855,1.0
800,0.8,0.4,adaptive_v2,0.11985,1.0
800,0.8,0.4,adaptive_v3,0.11965,1.0
800,0.8,0.4,both,0.11725,1.0
800,0.8,0.4,lawler,0.09725,1.0
800,0.8,0.4,szwarc,11.609950000000001,1.0
800,0.8,0.6,adaptive_v1,205.03915,1.0
800,0.8,0.6,adaptive_v2,680.36325,1.0
800,0.8,0.6,adaptive_v3,660.16335,1.0
800,0.8,0.6,both,376.4878,1.0
800,0.8,0.6,lawler,200.55355,1.0
800,0.8,0.6,szwarc,796.46335,1.0
800,0.8,0.8,adaptive_v1,5.0679,1.0
800,0.8,0.8,adaptive_v2,7.28615,1.0
800,0.8,0.8,adaptive_v3,7.97585,1.0
800,0.8,0.8,both,4.1898,1.0
800,0.8,0.8,lawler,4.9925,1.0
800,0.8,0.8,szwarc,4.4556000000000004,1.0
800,1.0,0.2,adaptive_v1,0.007549999999999999,1.0
800,1.0,0.2,adaptive_v2,0.007549999999999999,1.0
800,1.0,0.2,adaptive_v3,0.008199999999999999,1.0
800,1.0,0.2,both,0.0073,1.0
800,1.0,0.2,lawler,0.0081,1.0
800,1.0,0.2,szwarc,0.00805,1.0
800,1.0,0.4,adaptive_v1,0.0081,1.0
800,1.0,0.4,adaptive_v2,0.0072,1.0
800,1.0,0.4,adaptive_v3,0.0075,1.0
800,1.0,0.4,both,0.00745,1.0
800,1.0,0.4,lawler,0.00785,1.0
800,1.0,0.4,szwarc,0.007350000000000001,1.0
800,1.0,0.6,adaptive_v1,6.042,1.0
800,1.0,0.6,adaptive_v2,9.78725,1.0
800,1.0,0.6,adaptive_v3,9.8052,1.0
800,1.0,0.6,both,7.382350000000001,1.0
800,1.0,0.6,lawler,5.95205,1.0
800,1.0,0.6,szwarc,10.16075,1.0
800,1.0,0.8,adaptive_v1,4.58235,1.0
800,1.0,0.8,adaptive_v2,7.04275,1.0
800,1.0,0.8,adaptive_v3,7.22,1.0
800,1.0,0.8,both,4.339,1.0
