source_file,config_norm,n,R,T,seed,solve_only_time_ms,solve_with_reconstruction_time_ms,overhead_ms,overhead_percent,wall_overhead_ms,wall_overhead_percent,actual_reconstruction_time_ms,solve_only_memory_mb,objective_match,order_valid,memory_mb,memory_ratio_to_solve_only,trace_hits,trace_fallbacks
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,300,0.2,0.6,3,3792.23,3804.35,12.11999999999989,0.31960086809080385,4718.306,123.967,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,300,0.2,0.6,4,1920.77,1908.86,-11.910000000000082,-0.6200638285687553,501.187,25.941,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,300,0.2,0.4,0,1132.8,1150.01,17.210000000000036,1.519244350282489,373.697,32.691,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,300,0.2,0.4,1,1509.38,1525.31,15.929999999999836,1.0554002305582315,236.374,15.554,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,300,0.2,0.4,2,1042.38,1062.56,20.179999999999836,1.935954258523747,164.563,15.613,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,300,0.2,0.4,3,1325.11,1316.35,-8.759999999999991,-0.6610771935914748,121.548,9.1,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,300,0.2,0.4,4,735.035,753.832,18.797000000000025,2.557293190120202,133.396,17.905,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,300,0.4,0.6,0,1044.49,1041.35,-3.1400000000001,-0.30062518549723793,68.802,6.521,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,300,0.4,0.6,1,1388.53,1406.27,17.74000000000001,1.277610134458745,216.491,15.477,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,300,0.4,0.6,2,558.736,575.498,16.762000000000057,2.9999856819678805,45.043,7.916,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,300,0.4,0.6,3,1613.63,1642.93,29.299999999999955,1.8157818087169892,184.219,11.333,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,300,0.4,0.6,4,1155.44,1141.87,-13.570000000000164,-1.1744443675136886,19.76,1.695,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,500,0.2,0.6,0,17372.9,17385.5,12.599999999998545,0.07252675143469739,13489.621,77.507,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,500,0.2,0.6,1,15674.0,15720.0,46.0,0.29347964782442265,14749.224,93.958,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,500,0.2,0.6,2,13849.8,13843.8,-6.0,-0.04332192522635706,24031.461,173.23,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,500,0.2,0.6,3,15643.8,15697.3,53.5,0.3419885194134417,9774.686,62.385,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,500,0.2,0.6,4,15151.5,15115.3,-36.20000000000073,-0.23892023892024372,5535.427,36.477,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,500,0.2,0.4,0,6683.08,6659.26,-23.81999999999971,-0.356422487834946,809.833,12.083,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,500,0.2,0.4,1,5877.42,5877.06,-0.3599999999996726,-0.006125136539496456,833.427,14.137,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,500,0.2,0.4,2,7544.34,7580.92,36.57999999999993,0.4848668008069616,1353.579,17.895,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,500,0.2,0.4,3,6431.0,6450.61,19.609999999999673,0.3049292489503914,1639.275,25.415,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,500,0.2,0.4,4,8434.62,8441.89,7.269999999998618,0.08619238329644509,1295.776,15.316,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,500,0.4,0.6,0,8578.11,8516.31,-61.80000000000109,-0.7204384182529845,868.666,10.105,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,500,0.4,0.6,1,8577.67,8578.09,0.42000000000007276,0.004896434579554503,534.719,6.22,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,500,0.4,0.6,2,6651.77,6650.61,-1.160000000000764,-0.017438967372605547,1012.674,15.183,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,500,0.4,0.6,3,6535.78,6576.58,40.80000000000018,0.6242560184094352,412.077,6.288,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,500,0.4,0.6,4,6165.29,6064.0,-101.28999999999996,-1.6429073084964367,57.586,0.931,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,700,0.2,0.6,0,50491.1,50629.0,137.90000000000146,0.27311744049941766,60857.376,120.412,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,700,0.2,0.6,1,61944.5,63402.4,1457.9000000000015,2.3535584273018615,98436.469,158.773,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,700,0.2,0.6,2,37750.5,37701.0,-49.5,-0.13112409107164144,42962.736,113.665,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,700,0.2,0.6,3,47838.4,47935.2,96.79999999999563,0.20234790461218527,70277.718,146.77,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,700,0.2,0.6,4,72612.8,72749.1,136.3000000000029,0.1877079523169509,88553.04,121.854,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,700,0.2,0.4,0,19713.6,19714.4,0.8000000000029104,0.004058112166235038,4109.644,20.811,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,700,0.2,0.4,1,23531.0,23490.9,-40.099999999998545,-0.17041349708894032,6420.863,27.246,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,700,0.2,0.4,2,19089.7,19070.0,-19.700000000000728,-0.10319701200124007,2806.306,14.672,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,700,0.2,0.4,3,19380.3,19365.3,-15.0,-0.07739818269067042,2810.374,14.476,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,700,0.2,0.4,4,31329.8,31361.0,31.200000000000728,0.09958569796168736,8464.964,26.985,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,700,0.4,0.6,0,20454.5,20427.7,-26.799999999999272,-0.13102251338335952,3087.048,15.071,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,700,0.4,0.6,1,29520.9,29522.6,1.6999999999970896,0.005758632020016631,2654.823,8.983,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,700,0.4,0.6,2,15897.1,15910.6,13.5,0.08492114914040925,1766.352,11.092,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,700,0.4,0.6,3,20119.8,20102.4,-17.399999999997817,-0.08648197298182794,1735.598,8.614,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,700,0.4,0.6,4,32832.4,32868.6,36.19999999999709,0.11025694131405896,1557.896,4.74,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,900,0.2,0.6,0,131150.0,131151.0,1.0,0.0007624857033930614,211822.07,161.39,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,900,0.2,0.6,1,157265.0,156997.0,-268.0,-0.1704129971703812,242346.388,153.995,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,900,0.2,0.6,2,137054.0,137199.0,145.0,0.10579771476936098,266113.56,194.022,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,900,0.2,0.6,3,102802.0,102830.0,28.0,0.027236824186299875,167247.052,162.56,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,900,0.2,0.6,4,157778.0,157675.0,-103.0,-0.06528159819493212,355253.428,225.0,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,900,0.2,0.4,0,68904.3,69058.1,153.8000000000029,0.2232081306972176,19858.228,28.789,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,900,0.2,0.4,1,56938.3,56745.2,-193.10000000000582,-0.33913903295322445,9858.429,17.294,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,900,0.2,0.4,2,66178.1,66011.7,-166.40000000000873,-0.2514426978109204,27790.303,41.946,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,900,0.2,0.4,3,65543.2,65366.8,-176.39999999999418,-0.2691354709565511,14828.987,22.595,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,900,0.2,0.4,4,68903.8,68833.1,-70.69999999999709,-0.10260682284576043,11082.036,16.067,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,900,0.4,0.6,0,54932.6,54971.9,39.30000000000291,0.07154221718979788,6884.224,12.519,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,900,0.4,0.6,1,54225.6,54386.6,161.0,0.2969077336165944,8143.984,15.005,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,900,0.4,0.6,2,53960.8,53881.5,-79.30000000000291,-0.146958532860897,3805.471,7.045,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,900,0.4,0.6,3,37853.9,37872.7,18.799999999995634,0.049664631649567505,5845.885,15.425,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,900,0.4,0.6,4,77627.5,77738.6,111.10000000000582,0.14311938423884038,11525.881,14.836,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,1100,0.2,0.6,0,236209.0,235755.0,-454.0,-0.1922026679762414,372628.591,157.637,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,1100,0.2,0.6,1,302922.0,301626.0,-1296.0,-0.4278329074811338,875278.677,288.758,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,1100,0.2,0.6,2,219841.0,219730.0,-111.0,-0.05049103670379956,738685.912,335.758,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,1100,0.2,0.6,3,301603.0,301819.0,216.0,0.07161732476135847,772272.8,255.847,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,1100,0.2,0.6,4,328264.0,323859.0,-4405.0,-1.3419077328004287,903603.385,275.048,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,1100,0.2,0.4,0,102501.0,102584.0,83.0,0.08097481975785602,65337.669,63.672,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,1100,0.2,0.4,1,108300.0,108408.0,108.0,0.0997229916897507,58530.917,53.99,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,1100,0.2,0.4,2,96861.8,96963.7,101.89999999999418,0.10520143131760319,35593.413,36.707,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,1100,0.2,0.4,3,106754.0,106931.0,177.0,0.16580174981733706,23431.317,21.927,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,1100,0.2,0.4,4,145322.0,145181.0,-141.0,-0.09702591486492065,31773.93,21.845,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,1100,0.4,0.6,0,78978.5,78916.2,-62.30000000000291,-0.07888222744164919,8919.172,11.283,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,1100,0.4,0.6,1,127749.0,127841.0,92.0,0.07201621930504348,15320.652,11.984,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,1100,0.4,0.6,2,94189.5,94275.9,86.39999999999418,0.09172996990109744,17718.857,18.796,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,1100,0.4,0.6,3,125069.0,125036.0,-33.0,-0.026385435239747658,19922.373,15.918,,,True,True,,,,
C:\c++\test2\results\reconstruction_overhead\raw_results.csv,old_solve_with_reconstruction,1100,0.4,0.6,4,157797.0,157779.0,-18.0,-0.011407060970740887,12213.94,7.735,,,True,True,,,,
