series_norm,config_norm,n,R,T,total_count,solved_count,solved_rate,oot_count,oom_count,err_count,median_time_ms_solved,p90_time_ms_solved,median_nodes,p90_nodes,median_memory_peak_bytes,p90_memory_peak_bytes,median_memo_exact_hit_rate,median_memo_lb_hit_rate,median_bound_time_share,median_cleanup_time_share,complete_stage,rank_by_n
hard,lawler,50,0.8,0.2,10,10,1.0,0,0,0,0.00365,0.00371,1.0,1.0,4227072.0,4227072.0,0.0,,0.0,0.0,True,1
hard,adaptive_v1,50,0.8,0.2,10,10,1.0,0,0,0,0.0037,0.00381,1.0,1.0,4329472.0,4329472.0,0.0,,0.0,0.0,True,2
hard,lawler,50,0.6,0.2,10,10,1.0,0,0,0,0.0037,0.00381,1.0,1.0,4227072.0,4227072.0,0.0,,0.0,0.0,True,3
hard,szwarc,50,0.6,0.2,10,10,1.0,0,0,0,0.0037,0.00403,1.0,1.0,4349952.0,4349952.0,0.0,,0.0,0.0,True,4
hard,adaptive_v1,50,1.0,0.2,10,10,1.0,0,0,0,0.0037,0.00412,1.0,1.0,4329472.0,4329472.0,0.0,,0.0,0.0,True,5
hard,adaptive_v2,50,1.0,0.2,10,10,1.0,0,0,0,0.0037,0.0041600000000000005,1.0,1.0,4472832.0,4472832.0,0.0,,0.0,0.0,True,6
hard,szwarc,50,1.0,0.2,10,10,1.0,0,0,0,0.0037,0.004349999999999998,1.0,1.0,4349952.0,4349952.0,0.0,,0.0,0.0,True,7
hard,both,50,1.0,0.2,10,10,1.0,0,0,0,0.00375,0.00381,1.0,1.0,4182016.0,4182016.0,0.0,,0.0,0.0,True,8
hard,adaptive_v3,50,0.8,0.2,10,10,1.0,0,0,0,0.00375,0.004,1.0,1.0,4456448.0,4456448.0,0.0,,0.0,0.0,True,9
hard,adaptive_v3,50,0.6,0.2,10,10,1.0,0,0,0,0.0038,0.00381,1.0,1.0,4456448.0,4456448.0,0.0,,0.0,0.0,True,10
hard,both,50,0.8,0.2,10,10,1.0,0,0,0,0.0038,0.00381,1.0,1.0,4182016.0,4182016.0,0.0,,0.0,0.0,True,11
hard,adaptive_v1,50,0.6,0.2,10,10,1.0,0,0,0,0.0038,0.00401,1.0,1.0,4329472.0,4329472.0,0.0,,0.0,0.0,True,12
hard,both,50,0.6,0.2,10,10,1.0,0,0,0,0.0038,0.00401,1.0,1.0,4182016.0,4182016.0,0.0,,0.0,0.0,True,13
hard,adaptive_v2,50,0.6,0.2,10,10,1.0,0,0,0,0.0038,0.0040999999999999995,1.0,1.0,4472832.0,4472832.0,0.0,,0.0,0.0,True,14
hard,adaptive_v2,50,0.8,0.2,10,10,1.0,0,0,0,0.0038,0.00411,1.0,1.0,4472832.0,4472832.0,0.0,,0.0,0.0,True,15
hard,lawler,50,1.0,0.2,10,10,1.0,0,0,0,0.0038,0.004119999999999999,1.0,1.0,4227072.0,4227072.0,0.0,,0.0,0.0,True,16
hard,adaptive_v3,50,1.0,0.2,10,10,1.0,0,0,0,0.0038,0.004809999999999999,1.0,1.0,4456448.0,4456448.0,0.0,,0.0,0.0,True,17
hard,szwarc,50,0.8,0.2,10,10,1.0,0,0,0,0.0038,0.00626,1.0,1.0,4349952.0,4349952.0,0.0,,0.0,0.0,True,18
hard,szwarc,50,0.4,0.2,10,10,1.0,0,0,0,0.0038,0.16138999999999998,1.0,50.1,4349952.0,4349952.0,0.0,,0.0,0.0,True,19
hard,adaptive_v2,50,0.4,0.2,10,10,1.0,0,0,0,0.004,0.04061,1.0,14.1,4472832.0,4472832.0,0.0,,0.0,0.0,True,20
hard,adaptive_v1,50,0.4,0.2,10,10,1.0,0,0,0,0.00405,0.03338,1.0,12.2,4329472.0,4329472.0,0.0,,0.0,0.0,True,21
hard,lawler,50,0.4,0.2,10,10,1.0,0,0,0,0.0040999999999999995,0.035859999999999996,1.0,12.2,4227072.0,4227072.0,0.0,,0.0,0.0,True,22
hard,both,50,0.4,0.2,10,10,1.0,0,0,0,0.00415,0.030549999999999997,1.0,10.2,4182016.0,4182016.0,0.0,,0.0,0.0,True,23
hard,adaptive_v3,50,0.4,0.2,10,10,1.0,0,0,0,0.00415,0.03914,1.0,14.1,4456448.0,4456448.0,0.0,,0.0,0.0,True,24
hard,adaptive_v2,50,1.0,0.4,10,10,1.0,0,0,0,0.0097,0.14465999999999998,3.0,55.0,4472832.0,4472832.0,0.0,,0.0,0.0,True,25
hard,lawler,50,1.0,0.4,10,10,1.0,0,0,0,0.010350000000000002,0.11699,3.0,46.599999999999994,4227072.0,4227072.0,0.0,,0.0,0.0,True,26
hard,adaptive_v3,50,1.0,0.4,10,10,1.0,0,0,0,0.0104,0.14919,3.0,55.1,4456448.0,4456448.0,0.0,,0.0,0.0,True,27
hard,both,50,1.0,0.4,10,10,1.0,0,0,0,0.011349999999999999,0.10639,2.5,41.3,4182016.0,4182016.0,0.0,,0.0,0.0,True,28
hard,adaptive_v1,50,1.0,0.4,10,10,1.0,0,0,0,0.013750000000000002,0.11664999999999999,3.0,47.5,4329472.0,4329472.0,0.0,,0.0,0.0,True,29
hard,szwarc,50,1.0,0.4,10,10,1.0,0,0,0,0.0149,0.17837999999999998,3.5,60.199999999999996,4349952.0,4349952.0,0.0,,0.0,0.0,True,30
hard,adaptive_v1,50,0.8,0.4,10,10,1.0,0,0,0,0.05595,0.12494,23.0,50.0,4329472.0,4329472.0,0.038589981447124305,,0.0,0.0,True,31
hard,both,50,0.8,0.4,10,10,1.0,0,0,0,0.0588,0.13499,21.0,49.1,4182016.0,4182016.0,0.042630385487528344,,0.0,0.0,True,32
hard,lawler,50,0.8,0.4,10,10,1.0,0,0,0,0.059300000000000005,0.12567,23.0,49.9,4227072.0,4227072.0,0.03927608779360801,,0.0,0.0,True,33
hard,both,50,0.2,0.2,10,10,1.0,0,0,0,0.06275,0.29272999999999993,22.0,127.39999999999998,3809280.0,3817472.0,0.0,,0.0,0.0,True,34
hard,adaptive_v1,50,0.2,0.2,10,10,1.0,0,0,0,0.0664,0.30909999999999993,26.5,143.1,3854336.0,3862528.0,0.0,,0.0,0.0,True,35
hard,lawler,50,0.2,0.2,10,10,1.0,0,0,0,0.06805,0.30974999999999997,26.5,143.1,3719168.0,3719168.0,0.0,,0.0,0.0,True,36
hard,both,50,1.0,0.8,10,10,1.0,0,0,0,0.088,0.15314999999999998,31.5,57.09999999999999,4182016.0,4182016.0,0.015384615384615385,,0.0,0.0,True,37
hard,adaptive_v2,50,0.8,0.4,10,10,1.0,0,0,0,0.08895,0.18211,33.0,58.0,4472832.0,4472832.0,0.021682665160926033,,0.0,0.0,True,38
hard,adaptive_v3,50,0.8,0.4,10,10,1.0,0,0,0,0.089,0.18363999999999997,33.0,58.0,4456448.0,4456448.0,0.021682665160926033,,0.0,0.0,True,39
hard,both,50,0.8,0.8,10,10,1.0,0,0,0,0.10055,0.19403,37.0,71.5,4182016.0,4182016.0,0.028911154031868662,,0.0,0.0,True,40
hard,both,50,0.6,0.8,10,10,1.0,0,0,0,0.10744999999999999,0.2692299999999999,38.0,102.09999999999998,4182016.0,4182016.0,0.03728070175438596,,0.0,0.0,True,41
hard,lawler,50,1.0,0.8,10,10,1.0,0,0,0,0.11299999999999999,0.18087999999999999,45.5,67.6,4227072.0,4227072.0,0.005555555555555556,,0.0,0.0,True,42
hard,szwarc,50,1.0,0.8,10,10,1.0,0,0,0,0.11785,0.22880999999999999,42.0,84.6,4349952.0,4349952.0,0.010526315789473684,,0.0,0.0,True,43
hard,szwarc,50,0.8,0.8,10,10,1.0,0,0,0,0.118,0.28040999999999994,42.0,99.6,4349952.0,4349952.0,0.012861869313482217,,0.0,0.0,True,44
hard,adaptive_v3,50,1.0,0.8,10,10,1.0,0,0,0,0.11929999999999999,0.19410999999999998,44.5,72.1,4456448.0,4456448.0,0.011494252873563218,,0.0,0.0,True,45
hard,adaptive_v2,50,1.0,0.8,10,10,1.0,0,0,0,0.12240000000000001,0.19415999999999997,45.5,72.69999999999999,4472832.0,4472832.0,0.005555555555555556,,0.0,0.0,True,46
hard,lawler,50,0.6,0.8,10,10,1.0,0,0,0,0.12409999999999999,0.29344999999999993,50.5,126.69999999999997,4227072.0,4227072.0,0.03045529122231337,,0.0,0.0,True,47
hard,adaptive_v1,50,0.8,0.8,10,10,1.0,0,0,0,0.12485000000000002,0.2127,49.0,89.5,4329472.0,4329472.0,0.03459098718118145,,0.0,0.0,True,48
hard,lawler,50,0.8,0.8,10,10,1.0,0,0,0,0.12605,0.20715,49.0,85.4,4227072.0,4227072.0,0.03493788819875776,,0.0,0.0,True,49
hard,adaptive_v1,50,0.6,0.8,10,10,1.0,0,0,0,0.127,0.33612,50.5,126.79999999999998,4329472.0,4329472.0,0.03045529122231337,,0.0,0.0,True,50
hard,adaptive_v1,50,1.0,0.8,10,10,1.0,0,0,0,0.1276,0.24944999999999998,44.5,77.29999999999998,4329472.0,4329472.0,0.005813953488372093,,0.0,0.0,True,51
hard,szwarc,50,0.6,0.8,10,10,1.0,0,0,0,0.12955,0.41113,48.0,153.29999999999998,4349952.0,4349952.0,0.02309836718438869,,0.0,0.0,True,52
hard,both,50,1.0,0.6,10,10,1.0,0,0,0,0.13175,0.47243999999999997,48.5,193.2,4182016.0,4182016.0,0.10301827250979793,,0.0,0.0,True,53
hard,adaptive_v1,50,1.0,0.6,10,10,1.0,0,0,0,0.13685,0.5072399999999999,56.5,227.79999999999998,4329472.0,4329472.0,0.0632099490795143,,0.0,0.0,True,54
hard,adaptive_v2,50,0.6,0.8,10,10,1.0,0,0,0,0.1373,0.34090999999999994,50.5,132.09999999999997,4472832.0,4472832.0,0.019156049516580828,,0.0,0.0,True,55
hard,lawler,50,1.0,0.6,10,10,1.0,0,0,0,0.13965,0.50496,56.5,226.89999999999998,4227072.0,4227072.0,0.06381381381381382,,0.0,0.0,True,56
hard,adaptive_v3,50,0.6,0.8,10,10,1.0,0,0,0,0.1401,0.33557999999999993,51.0,130.2,4456448.0,4456448.0,0.019156049516580828,,0.0,0.0,True,57
hard,adaptive_v3,50,0.8,0.8,10,10,1.0,0,0,0,0.1411,0.24767,50.0,92.4,4456448.0,4456448.0,0.014842958459979738,,0.0,0.0,True,58
hard,adaptive_v2,50,1.0,0.6,10,10,1.0,0,0,0,0.15239999999999998,0.69182,58.0,261.4,4472832.0,4472832.0,0.044390347509271816,,0.0,0.0,True,59
hard,adaptive_v2,50,0.8,0.8,10,10,1.0,0,0,0,0.1526,0.24094000000000002,50.0,91.5,4472832.0,4472832.0,0.014842958459979738,,0.0,0.0,True,60
hard,adaptive_v3,50,1.0,0.6,10,10,1.0,0,0,0,0.15610000000000002,0.69545,58.0,263.0,4456448.0,4456448.0,0.04605575860882107,,0.0,0.0,True,61
hard,both,50,0.4,0.8,10,10,1.0,0,0,0,0.16265000000000002,0.51943,61.0,213.29999999999998,4182016.0,4182016.0,0.05736172923319337,,0.0,0.0,True,62
hard,lawler,50,0.6,0.4,10,10,1.0,0,0,0,0.16699999999999998,0.31156999999999996,71.5,144.0,4227072.0,4227072.0,0.04266739446870451,,0.0,0.0,True,63
hard,szwarc,50,1.0,0.6,10,10,1.0,0,0,0,0.16820000000000002,0.78455,63.5,291.9,4349952.0,4349952.0,0.05902675140407922,,0.0,0.0,True,64
hard,adaptive_v1,50,0.6,0.4,10,10,1.0,0,0,0,0.16875,0.32355999999999996,71.5,146.7,4329472.0,4329472.0,0.04266739446870451,,0.0,0.0,True,65
hard,szwarc,50,0.8,0.4,10,10,1.0,0,0,0,0.1735,0.25566999999999995,55.0,82.39999999999999,4349952.0,4349952.0,0.016979638822936904,,0.0,0.0,True,66
hard,both,50,0.6,0.4,10,10,1.0,0,0,0,0.1789,0.30368,68.5,133.0,4182016.0,4182016.0,0.04285026480500722,,0.0,0.0,True,67
hard,lawler,50,0.4,0.8,10,10,1.0,0,0,0,0.19235,0.61575,80.0,277.2,4227072.0,4227072.0,0.04906776263031275,,0.0,0.0,True,68
hard,adaptive_v3,50,0.2,0.2,10,10,1.0,0,0,0,0.20224999999999999,0.5002999999999999,62.5,192.6,4009984.0,4059136.0,0.0,,0.0,0.0,True,69
hard,adaptive_v1,50,0.4,0.8,10,10,1.0,0,0,0,0.20534999999999998,0.62266,81.0,277.3,4329472.0,4329472.0,0.04906776263031275,,0.0,0.0,True,70
hard,adaptive_v2,50,0.2,0.2,10,10,1.0,0,0,0,0.20884999999999998,0.5041499999999999,64.0,192.6,3973120.0,4014080.0,0.0,,0.0,0.0,True,71
hard,szwarc,50,0.2,0.2,10,10,1.0,0,0,0,0.21439999999999998,0.5160499999999998,74.5,200.39999999999995,3862528.0,3899392.0,0.0021551724137931034,,0.0,0.0,True,72
hard,adaptive_v1,50,0.8,0.6,10,10,1.0,0,0,0,0.2201,0.7673399999999999,95.0,341.09999999999997,4329472.0,4329472.0,0.05689907504975998,,0.0,0.0,True,73
hard,lawler,50,0.8,0.6,10,10,1.0,0,0,0,0.2212,0.7599499999999999,95.0,341.09999999999997,4227072.0,4227072.0,0.05689907504975998,,0.0,0.0,True,74
hard,adaptive_v3,50,0.4,0.8,10,10,1.0,0,0,0,0.25055,0.79548,92.5,313.6,4456448.0,4456448.0,0.031136225728155338,,0.0,0.0,True,75
hard,adaptive_v2,50,0.4,0.8,10,10,1.0,0,0,0,0.2508,0.8157099999999999,93.5,322.1,4472832.0,4472832.0,0.024773098176196065,,0.0,0.0,True,76
hard,szwarc,50,0.4,0.8,10,10,1.0,0,0,0,0.25125,0.81197,96.0,320.59999999999997,4349952.0,4349952.0,0.03396141715969521,,0.0,0.0,True,77
hard,both,50,0.8,0.6,10,10,1.0,0,0,0,0.2643,0.69261,83.0,287.4,4182016.0,4182016.0,0.08155289213131839,,0.0,0.0,True,78
hard,adaptive_v3,50,0.8,0.6,10,10,1.0,0,0,0,0.2781,0.9565799999999999,100.0,374.69999999999993,4456448.0,4456448.0,0.036650246305418716,,0.0,0.0,True,79
hard,adaptive_v2,50,0.8,0.6,10,10,1.0,0,0,0,0.28115,0.9435799999999999,101.5,371.69999999999993,4472832.0,4472832.0,0.036139472163359665,,0.0,0.0,True,80
hard,both,50,0.4,0.4,10,10,1.0,0,0,0,0.2828,0.8226499999999997,116.0,373.79999999999984,4182016.0,4182016.0,0.018158068160421766,,0.0,0.0,True,81
hard,lawler,50,0.4,0.4,10,10,1.0,0,0,0,0.29155,0.9211899999999997,128.5,433.5999999999998,4227072.0,4227072.0,0.01652892561983471,,0.0,0.0,True,82
hard,adaptive_v1,50,0.4,0.4,10,10,1.0,0,0,0,0.2984,0.9251199999999996,129.0,433.6999999999998,4329472.0,4329472.0,0.01652892561983471,,0.0,0.0,True,83
hard,adaptive_v2,50,0.6,0.4,10,10,1.0,0,0,0,0.30510000000000004,0.40819999999999995,103.0,170.29999999999998,4472832.0,4472832.0,0.021983574476276024,,0.0,0.0,True,84
hard,adaptive_v3,50,0.6,0.4,10,10,1.0,0,0,0,0.3106,0.41686999999999996,102.5,170.29999999999998,4456448.0,4456448.0,0.021983574476276024,,0.0,0.0,True,85
hard,adaptive_v1,50,0.6,0.6,10,10,1.0,0,0,0,0.3359,1.97212,145.5,888.4,4329472.0,4329472.0,0.08441738896413328,,0.0,0.0,True,86
hard,szwarc,50,0.8,0.6,10,10,1.0,0,0,0,0.34645000000000004,1.13683,132.0,443.99999999999994,4349952.0,4349952.0,0.03813686569787883,,0.0,0.0,True,87
hard,szwarc,50,0.6,0.4,10,10,1.0,0,0,0,0.3466,0.5033899999999999,122.5,207.7,4349952.0,4349952.0,0.022088061293763943,,0.0,0.0,True,88
hard,lawler,50,0.6,0.6,10,10,1.0,0,0,0,0.34704999999999997,1.9365,145.5,885.6,4227072.0,4227072.0,0.08445895495073422,,0.0,0.0,True,89
hard,both,50,0.6,0.6,10,10,1.0,0,0,0,0.362,1.7958299999999998,128.5,758.5999999999999,4182016.0,4182016.0,0.07634398496240602,,0.0,0.0,True,90
hard,adaptive_v3,50,0.4,0.4,10,10,1.0,0,0,0,0.42045,1.3005399999999991,157.5,509.0999999999997,4456448.0,4456448.0,0.018236553385068237,,0.0,0.0,True,91
hard,adaptive_v2,50,0.4,0.4,10,10,1.0,0,0,0,0.42345,1.2541099999999994,158.0,523.2999999999997,4472832.0,4472832.0,0.008800536917826994,,0.0,0.0,True,92
hard,adaptive_v2,50,0.6,0.6,10,10,1.0,0,0,0,0.48829999999999996,2.64386,179.5,1060.0,4472832.0,4472832.0,0.05286181982388801,,0.0,0.0,True,93
hard,adaptive_v3,50,0.6,0.6,10,10,1.0,0,0,0,0.4894,2.75048,178.5,1045.5,4456448.0,4456448.0,0.05544009651146864,,0.0,0.0,True,94
hard,both,50,0.2,0.4,10,10,1.0,0,0,0,0.49985,2.720249999999999,208.0,1169.0999999999997,4050944.0,4059136.0,0.016699938574938573,,0.0,0.0,True,95
hard,szwarc,50,0.6,0.6,10,10,1.0,0,0,0,0.5021,2.96481,189.5,1168.0,4349952.0,4349952.0,0.03683758090614887,,0.0,0.0,True,96
hard,both,50,0.2,0.8,10,10,1.0,0,0,0,0.53565,1.1161999999999999,214.5,445.2,4182016.0,4182016.0,0.03334153543307086,,0.0,0.0,True,97
hard,lawler,50,0.2,0.4,10,10,1.0,0,0,0,0.5644,3.152589999999999,258.0,1486.3999999999996,4022272.0,4022272.0,0.016241480038948392,,0.0,0.0,True,98
hard,adaptive_v1,50,0.2,0.4,10,10,1.0,0,0,0,0.5696,3.8732299999999995,260.0,1497.1999999999996,4206592.0,4206592.0,0.016241480038948392,,0.0,0.0,True,99
hard,both,50,0.4,0.6,10,10,1.0,0,0,0,0.5943499999999999,2.867,251.0,1237.7,4182016.0,4182016.0,0.05205459640242249,,0.0,0.0,True,100
hard,szwarc,50,0.4,0.4,10,10,1.0,0,0,0,0.6389499999999999,1.215359999999999,218.0,525.2999999999996,4349952.0,4349952.0,0.018825317713776248,,0.0,0.0,True,101
hard,lawler,50,0.4,0.6,10,10,1.0,0,0,0,0.65435,3.2220899999999997,293.0,1468.2,4227072.0,4227072.0,0.06551558202667748,,0.0,0.0,True,102
hard,adaptive_v1,50,0.2,0.8,10,10,1.0,0,0,0,0.66705,1.37287,294.5,608.7,4329472.0,4329472.0,0.03300695331346672,,0.0,0.0,True,103
hard,lawler,50,0.2,0.8,10,10,1.0,0,0,0,0.68675,1.3669799999999999,289.5,608.3,4227072.0,4227072.0,0.03300695331346672,,0.0,0.0,True,104
hard,adaptive_v1,50,0.4,0.6,10,10,1.0,0,0,0,0.7103999999999999,3.27682,303.0,1469.1,4329472.0,4329472.0,0.06225206124852768,,0.0,0.0,True,105
hard,adaptive_v2,50,0.2,0.8,10,10,1.0,0,0,0,0.78065,1.79958,309.5,693.8,4472832.0,4472832.0,0.02478138773212561,,0.0,0.0,True,106
hard,adaptive_v3,50,0.2,0.8,10,10,1.0,0,0,0,0.7865,1.68323,308.0,667.5,4456448.0,4456448.0,0.021442572578936215,,0.0,0.0,True,107
hard,szwarc,50,0.2,0.8,10,10,1.0,0,0,0,0.8100499999999999,1.5386499999999999,321.5,633.6999999999999,4349952.0,4349952.0,0.022054516547424796,,0.0,0.0,True,108
hard,adaptive_v2,50,0.4,0.6,10,10,1.0,0,0,0,0.83225,4.515079999999999,327.0,1718.3999999999999,4472832.0,4472832.0,0.01952539220923101,,0.0,0.0,True,109
hard,adaptive_v3,50,0.4,0.6,10,10,1.0,0,0,0,0.83445,4.31344,325.0,1690.8999999999999,4456448.0,4456448.0,0.031380686454508366,,0.0,0.0,True,110
hard,adaptive_v2,50,0.2,0.4,10,10,1.0,0,0,0,0.8461000000000001,4.576649999999999,310.5,1845.3999999999996,4403200.0,4403200.0,0.009285457009886162,,0.0,0.0,True,111
hard,adaptive_v3,50,0.2,0.4,10,10,1.0,0,0,0,0.8495999999999999,4.607059999999999,310.5,1827.7999999999995,4317184.0,4317184.0,0.009968549598685865,,0.0,0.0,True,112
hard,szwarc,50,0.4,0.6,10,10,1.0,0,0,0,0.8902,5.13531,356.0,2089.6,4349952.0,4349952.0,0.031819000032728584,,0.0,0.0,True,113
hard,szwarc,50,0.2,0.4,10,10,1.0,0,0,0,0.94265,4.7066599999999985,371.5,1947.9999999999995,4165632.0,4165632.0,0.01750191756152871,,0.0,0.0,True,114
hard,both,50,0.2,0.6,10,10,1.0,0,0,0,1.0747499999999999,4.66816,460.0,2012.6,4182016.0,4182016.0,0.040140249934566295,,0.0,0.0,True,115
hard,lawler,50,0.2,0.6,10,10,1.0,0,0,0,1.2784499999999999,5.697,591.0,2573.3,4096000.0,4227072.0,0.038335210210210205,,0.0,0.0,True,116
hard,adaptive_v1,50,0.2,0.6,10,10,1.0,0,0,0,1.29615,5.6699,600.0,2574.7,4329472.0,4329472.0,0.03811039308814615,,0.0,0.0,True,117
hard,adaptive_v2,50,0.2,0.6,10,10,1.0,0,0,0,1.7360000000000002,7.22598,701.0,2866.0,4403200.0,4472832.0,0.02743606379081015,,0.0,0.0,True,118
hard,adaptive_v3,50,0.2,0.6,10,10,1.0,0,0,0,1.73895,7.318569999999999,700.5,2748.6,4456448.0,4456448.0,0.026243246641748978,,0.0,0.0,True,119
hard,szwarc,50,0.2,0.6,10,10,1.0,0,0,0,1.91135,7.80998,785.5,3194.8,4349952.0,4349952.0,0.02563439168770957,,0.0,0.0,True,120
hard,adaptive_v2,100,0.6,0.2,10,10,1.0,0,0,0,0.0039,0.00402,1.0,1.0,7815168.0,7815168.0,0.0,,0.0,0.0,True,1
hard,adaptive_v3,100,0.8,0.2,10,10,1.0,0,0,0,0.004,0.00411,1.0,1.0,8245248.0,8245248.0,0.0,,0.0,0.0,True,2
hard,both,100,0.6,0.2,10,10,1.0,0,0,0,0.004,0.00419,1.0,1.0,6774784.0,6774784.0,0.0,,0.0,0.0,True,3
hard,lawler,100,0.6,0.2,10,10,1.0,0,0,0,0.004,0.00422,1.0,1.0,7557120.0,7557120.0,0.0,,0.0,0.0,True,4
hard,adaptive_v3,100,0.6,0.2,10,10,1.0,0,0,0,0.004,0.00433,1.0,1.0,8245248.0,8245248.0,0.0,,0.0,0.0,True,5
hard,adaptive_v1,100,0.8,0.2,10,10,1.0,0,0,0,0.004,0.00435,1.0,1.0,7634944.0,7634944.0,0.0,,0.0,0.0,True,6
hard,both,100,0.8,0.2,10,10,1.0,0,0,0,0.004,0.00449,1.0,1.0,6774784.0,6774784.0,0.0,,0.0,0.0,True,7
hard,both,100,1.0,0.2,10,10,1.0,0,0,0,0.00405,0.00439,1.0,1.0,6774784.0,6774784.0,0.0,,0.0,0.0,True,8
hard,szwarc,100,0.8,0.2,10,10,1.0,0,0,0,0.0040999999999999995,0.0056099999999999995,1.0,1.0,9535488.0,9535488.0,0.0,,0.0,0.0,True,9
hard,szwarc,100,0.6,0.2,10,10,1.0,0,0,0,0.0041,0.004789999999999999,1.0,1.0,9535488.0,9535488.0,0.0,,0.0,0.0,True,10
hard,adaptive_v3,100,1.0,0.2,10,10,1.0,0,0,0,0.00415,0.004209999999999999,1.0,1.0,8245248.0,8245248.0,0.0,,0.0,0.0,True,11
hard,szwarc,100,1.0,0.2,10,10,1.0,0,0,0,0.00415,0.00518,1.0,1.0,9535488.0,9535488.0,0.0,,0.0,0.0,True,12
hard,adaptive_v1,100,0.6,0.2,10,10,1.0,0,0,0,0.00415,0.00565,1.0,1.0,7634944.0,7634944.0,0.0,,0.0,0.0,True,13
hard,adaptive_v2,100,1.0,0.2,10,10,1.0,0,0,0,0.0042,0.00462,1.0,1.0,7815168.0,7815168.0,0.0,,0.0,0.0,True,14
hard,adaptive_v1,100,1.0,0.2,10,10,1.0,0,0,0,0.0042,0.004899999999999999,1.0,1.0,7634944.0,7634944.0,0.0,,0.0,0.0,True,15
hard,adaptive_v1,100,1.0,0.4,10,10,1.0,0,0,0,0.0042,0.16834999999999997,1.0,70.6,7634944.0,7634944.0,0.0,,0.0,0.0,True,16
hard,adaptive_v2,100,0.8,0.2,10,10,1.0,0,0,0,0.00425,0.0045,1.0,1.0,7815168.0,7815168.0,0.0,,0.0,0.0,True,17
hard,lawler,100,0.8,0.2,10,10,1.0,0,0,0,0.00425,0.00633,1.0,1.0,7557120.0,7557120.0,0.0,,0.0,0.0,True,18
hard,both,100,1.0,0.4,10,10,1.0,0,0,0,0.00425,0.17326,1.0,60.9,6774784.0,6774784.0,0.0,,0.0,0.0,True,19
hard,adaptive_v2,100,1.0,0.4,10,10,1.0,0,0,0,0.0043,0.21346999999999997,1.0,83.5,7815168.0,7815168.0,0.0,,0.0,0.0,True,20
hard,lawler,100,1.0,0.2,10,10,1.0,0,0,0,0.004399999999999999,0.0053,1.0,1.0,7557120.0,7557120.0,0.0,,0.0,0.0,True,21
hard,lawler,100,1.0,0.4,10,10,1.0,0,0,0,0.005050000000000001,0.17643999999999999,1.0,70.6,7557120.0,7557120.0,0.0,,0.0,0.0,True,22
hard,szwarc,100,1.0,0.4,10,10,1.0,0,0,0,0.0052499999999999995,0.40809,1.0,110.19999999999999,9535488.0,9535488.0,0.0,,0.0,0.0,True,23
hard,adaptive_v3,100,1.0,0.4,10,10,1.0,0,0,0,0.005849999999999999,0.21778999999999996,1.0,83.2,8245248.0,8245248.0,0.0,,0.0,0.0,True,24
hard,lawler,100,0.4,0.2,10,10,1.0,0,0,0,0.008150000000000001,0.02547,2.0,9.1,7557120.0,7557120.0,0.0,,0.0,0.0,True,25
hard,adaptive_v1,100,0.4,0.2,10,10,1.0,0,0,0,0.008150000000000001,0.02607,2.0,9.1,7634944.0,7634944.0,0.0,,0.0,0.0,True,26
hard,adaptive_v3,100,0.4,0.2,10,10,1.0,0,0,0,0.0084,0.07084999999999986,2.0,18.59999999999997,8245248.0,8245248.0,0.0,,0.0,0.0,True,27
hard,both,100,0.4,0.2,10,10,1.0,0,0,0,0.0101,0.028229999999999998,2.0,9.0,6774784.0,6774784.0,0.0,,0.0,0.0,True,28
hard,adaptive_v2,100,0.4,0.2,10,10,1.0,0,0,0,0.0123,0.07269999999999985,2.0,18.59999999999997,7815168.0,7815168.0,0.0,,0.0,0.0,True,29
hard,lawler,100,0.8,0.4,10,10,1.0,0,0,0,0.0467,0.5428899999999999,17.5,235.89999999999998,7557120.0,7557120.0,0.0,,0.0,0.0,True,30
hard,adaptive_v1,100,0.8,0.4,10,10,1.0,0,0,0,0.04725,0.5581499999999999,17.5,239.49999999999997,7634944.0,7634944.0,0.0,,0.0,0.0,True,31
hard,both,100,0.8,0.4,10,10,1.0,0,0,0,0.0507,0.5052699999999999,15.5,196.99999999999997,6774784.0,6774784.0,0.0,,0.0,0.0,True,32
hard,adaptive_v2,100,0.8,0.4,10,10,1.0,0,0,0,0.06055,1.25279,20.0,366.4,7815168.0,7815168.0,0.0,,0.0,0.0,True,33
hard,adaptive_v3,100,0.8,0.4,10,10,1.0,0,0,0,0.0612,1.28914,20.0,365.7,8245248.0,8245248.0,0.0,,0.0,0.0,True,34
hard,szwarc,100,0.4,0.2,10,10,1.0,0,0,0,0.19145,0.45573,49.0,99.1,9535488.0,9535488.0,0.0,,0.0,0.0,True,35
hard,both,100,1.0,0.8,10,10,1.0,0,0,0,0.2121,0.28696,70.0,90.8,6774784.0,6774784.0,0.039258921330089215,,0.0,0.0,True,36
hard,both,100,0.8,0.8,10,10,1.0,0,0,0,0.21805,0.27359999999999995,73.0,94.69999999999999,6774784.0,6774784.0,0.04166867615143477,,0.0,0.0,True,37
hard,lawler,100,1.0,0.8,10,10,1.0,0,0,0,0.23275,0.2768,88.5,109.8,7557120.0,7557120.0,0.0205481843575419,,0.0,0.0,True,38
hard,adaptive_v1,100,1.0,0.8,10,10,1.0,0,0,0,0.23695,0.28537,90.0,112.6,7634944.0,7634944.0,0.0205481843575419,,0.0,0.0,True,39
