n,R,T,seed,instance_path,shared_work_dir,data_mode,ours_exe,ours_reconstruct_status,ours_reconstruct_objective,ours_reconstruct_reported_time_ms,ours_reconstruct_wall_time_ms,ours_reconstruction_success,ours_reconstructed_order_cost,ours_order_length,ours_reconstruct_memo_used_bytes,ours_reconstruct_peak_working_set_bytes,article_status,article_objective,article_wall_time_ms,article_memo_bytes,article_reported_ram_bytes,article_peak_working_set_bytes,ratio_ours_reconstruct_wall_to_article,ratio_ours_reconstruct_memo_to_article_memo,ratio_ours_reconstruct_peak_to_article_peak,objective_comparison_status,objective_match,notes,ours_reconstruct_run_line,ours_reconstruct_run_n,ours_reconstruct_run_seed,ours_reconstruct_run_input,ours_reconstruct_run_decomp,ours_reconstruct_run_memo_backend,ours_reconstruct_run_use_ub,ours_reconstruct_run_use_lb,ours_reconstruct_run_terminal_rules,ours_reconstruct_run_position_filtering_enabled,ours_reconstruct_run_enable_lawler_basic_rules,ours_reconstruct_run_enable_simple_lb,ours_reconstruct_run_enable_lb_memo,ours_reconstruct_run_enable_edd_ub,ours_reconstruct_run_ub_depth_limit,ours_reconstruct_run_lb_depth_limit,ours_reconstruct_run_terminal_all_tardy_spt,ours_reconstruct_run_terminal_edd_at_most_one_tardy,ours_reconstruct_run_enable_memo,ours_reconstruct_run_enable_exact_memo,ours_reconstruct_run_memo_full_key_verification,ours_reconstruct_run_memo_memory_limit_mb,ours_reconstruct_run_cost,ours_reconstruct_run_reconstruction_success,ours_reconstruct_run_reconstructed_order_cost,ours_reconstruct_run_time_ms,ours_reconstruct_run_nodes,ours_reconstruct_run_max_depth,ours_reconstruct_run_memo_hits,ours_reconstruct_run_memo_misses,ours_reconstruct_run_memo_exact_hits,ours_reconstruct_run_memo_lb_hits,ours_reconstruct_run_rule4,ours_reconstruct_run_valid_pos,ours_reconstruct_run_valid_pos_pruned_3a,ours_reconstruct_run_valid_pos_pruned_3b,ours_reconstruct_run_memo_rejected,ours_reconstruct_run_memo_forced_evict,ours_reconstruct_run_lufo_passes,ours_reconstruct_run_terminal_spt,ours_reconstruct_run_terminal_edd,ours_reconstruct_run_memo_peak,ours_reconstruct_run_memo_final,ours_reconstruct_run_memo_evictions,ours_reconstruct_run_memo_clean_time_ms,ours_reconstruct_run_reconstruction_time_ms,ours_reconstruct_run_reconstruction_repairs,ours_reconstruct_run_reconstruction_trace_hits,ours_reconstruct_run_reconstruction_trace_fallbacks,ours_reconstruct_run_memo_used_mb,ours_reconstruct_run_memo_bytes_per_entry,article_raw_metrics,article_metric_TT,article_metric_time,article_metric_RAM,article_metric_NbBytesMem,article_metric_NbBytesMem2,article_metric_NbEntryMem,article_metric_NbEntryMem2,article_metric_NbJobsMem,article_metric_Hits,article_metric_Hits2,article_metric_Miss,article_metric_Miss2,article_metric_All,article_metric_MerL,article_metric_szMerL,article_metric_MerR,article_metric_szMerR,article_metric_MovL,article_metric_MovR,article_metric_MinRatio,source_file,invalid_reason
300,1.0,0.4,4,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.4_5.txt,D:\test2\results\article_code_comparison,generated_by_project_generator,D:\test2\x64\Release\bm_solver.exe,SOLVED,0,0.0136,53.292,,,300,112,1728512,ERROR,,54.168,,,1814528,0.983828,,0.952596,NOT_COMPARABLE_ERROR,,,[run] n=300 seed=4 input=D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.4_5.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=0 time_ms=0.0136 nodes=1 max_depth=0 memo_hits=0 memo_misses=1 memo_exact_hits=0 memo_lb_hits=0 rule4=1 valid_pos=0 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=0 terminal_edd=1 memo_peak=1 memo_final=1 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.0024 reconstruction_repairs=0 reconstruction_trace_hits=0 reconstruction_trace_fallbacks=0 memo_used_mb=0.000106812 memo_bytes_per_entry=112,300,4,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.4_5.txt,adaptive,custom,0,0,1,1,1,0,0,0,-1,-1,1,1,1,1,1,12288,0,,,0.0136,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0.0024,0,0,0,0.000106812,112,,,,,,,,,,,,,,,,,,,,,,C:\c++\test2\results\article_code_comparison\raw_results.csv,article_runner_filename_mismatch_R1_expected_1.0
300,1.0,0.4,5,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.4_6.txt,D:\test2\results\article_code_comparison,generated_by_project_generator,D:\test2\x64\Release\bm_solver.exe,SOLVED,0,0.0139,53.339,,,300,112,1777664,ERROR,,54.02,,,1773568,0.987394,,1.002309,NOT_COMPARABLE_ERROR,,,[run] n=300 seed=5 input=D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.4_6.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=0 time_ms=0.0139 nodes=1 max_depth=0 memo_hits=0 memo_misses=1 memo_exact_hits=0 memo_lb_hits=0 rule4=1 valid_pos=0 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=0 terminal_edd=1 memo_peak=1 memo_final=1 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.0022 reconstruction_repairs=0 reconstruction_trace_hits=0 reconstruction_trace_fallbacks=0 memo_used_mb=0.000106812 memo_bytes_per_entry=112,300,5,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.4_6.txt,adaptive,custom,0,0,1,1,1,0,0,0,-1,-1,1,1,1,1,1,12288,0,,,0.0139,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0.0022,0,0,0,0.000106812,112,,,,,,,,,,,,,,,,,,,,,,C:\c++\test2\results\article_code_comparison\raw_results.csv,article_runner_filename_mismatch_R1_expected_1.0
300,1.0,0.4,6,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.4_7.txt,D:\test2\results\article_code_comparison,generated_by_project_generator,D:\test2\x64\Release\bm_solver.exe,SOLVED,0,0.0133,53.266,,,300,112,1699840,ERROR,,53.204,,,1806336,1.001165,,0.941043,NOT_COMPARABLE_ERROR,,,[run] n=300 seed=6 input=D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.4_7.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=0 time_ms=0.0133 nodes=1 max_depth=0 memo_hits=0 memo_misses=1 memo_exact_hits=0 memo_lb_hits=0 rule4=1 valid_pos=0 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=0 terminal_edd=1 memo_peak=1 memo_final=1 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.0019 reconstruction_repairs=0 reconstruction_trace_hits=0 reconstruction_trace_fallbacks=0 memo_used_mb=0.000106812 memo_bytes_per_entry=112,300,6,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.4_7.txt,adaptive,custom,0,0,1,1,1,0,0,0,-1,-1,1,1,1,1,1,12288,0,,,0.0133,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0.0019,0,0,0,0.000106812,112,,,,,,,,,,,,,,,,,,,,,,C:\c++\test2\results\article_code_comparison\raw_results.csv,article_runner_filename_mismatch_R1_expected_1.0
300,1.0,0.4,7,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.4_8.txt,D:\test2\results\article_code_comparison,generated_by_project_generator,D:\test2\x64\Release\bm_solver.exe,SOLVED,0,0.0124,53.857,,,300,112,1769472,ERROR,,54.294,,,1798144,0.991951,,0.984055,NOT_COMPARABLE_ERROR,,,[run] n=300 seed=7 input=D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.4_8.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=0 time_ms=0.0124 nodes=1 max_depth=0 memo_hits=0 memo_misses=1 memo_exact_hits=0 memo_lb_hits=0 rule4=1 valid_pos=0 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=0 terminal_edd=1 memo_peak=1 memo_final=1 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.0022 reconstruction_repairs=0 reconstruction_trace_hits=0 reconstruction_trace_fallbacks=0 memo_used_mb=0.000106812 memo_bytes_per_entry=112,300,7,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.4_8.txt,adaptive,custom,0,0,1,1,1,0,0,0,-1,-1,1,1,1,1,1,12288,0,,,0.0124,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0.0022,0,0,0,0.000106812,112,,,,,,,,,,,,,,,,,,,,,,C:\c++\test2\results\article_code_comparison\raw_results.csv,article_runner_filename_mismatch_R1_expected_1.0
300,1.0,0.4,8,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.4_9.txt,D:\test2\results\article_code_comparison,generated_by_project_generator,D:\test2\x64\Release\bm_solver.exe,SOLVED,0,0.0126,53.268,,,300,112,1667072,ERROR,,53.572,,,1814528,0.994325,,0.918736,NOT_COMPARABLE_ERROR,,,[run] n=300 seed=8 input=D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.4_9.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=0 time_ms=0.0126 nodes=1 max_depth=0 memo_hits=0 memo_misses=1 memo_exact_hits=0 memo_lb_hits=0 rule4=1 valid_pos=0 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=0 terminal_edd=1 memo_peak=1 memo_final=1 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.002 reconstruction_repairs=0 reconstruction_trace_hits=0 reconstruction_trace_fallbacks=0 memo_used_mb=0.000106812 memo_bytes_per_entry=112,300,8,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.4_9.txt,adaptive,custom,0,0,1,1,1,0,0,0,-1,-1,1,1,1,1,1,12288,0,,,0.0126,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0.002,0,0,0,0.000106812,112,,,,,,,,,,,,,,,,,,,,,,C:\c++\test2\results\article_code_comparison\raw_results.csv,article_runner_filename_mismatch_R1_expected_1.0
300,1.0,0.4,9,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.4_10.txt,D:\test2\results\article_code_comparison,generated_by_project_generator,D:\test2\x64\Release\bm_solver.exe,SOLVED,0,0.0132,54.212,,,300,112,1626112,ERROR,,53.275,,,1814528,1.017588,,0.896163,NOT_COMPARABLE_ERROR,,,[run] n=300 seed=9 input=D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.4_10.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=0 time_ms=0.0132 nodes=1 max_depth=0 memo_hits=0 memo_misses=1 memo_exact_hits=0 memo_lb_hits=0 rule4=1 valid_pos=0 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=0 terminal_edd=1 memo_peak=1 memo_final=1 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.0022 reconstruction_repairs=0 reconstruction_trace_hits=0 reconstruction_trace_fallbacks=0 memo_used_mb=0.000106812 memo_bytes_per_entry=112,300,9,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.4_10.txt,adaptive,custom,0,0,1,1,1,0,0,0,-1,-1,1,1,1,1,1,12288,0,,,0.0132,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0.0022,0,0,0,0.000106812,112,,,,,,,,,,,,,,,,,,,,,,C:\c++\test2\results\article_code_comparison\raw_results.csv,article_runner_filename_mismatch_R1_expected_1.0
300,1.0,0.6,0,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.6_1.txt,D:\test2\results\article_code_comparison,generated_by_project_generator,D:\test2\x64\Release\bm_solver.exe,SOLVED,294366,1.5536,53.36,,,300,111552,1646592,ERROR,,53.569,,,1859584,0.996098,,0.885463,NOT_COMPARABLE_ERROR,,,[run] n=300 seed=0 input=D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.6_1.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=294366 time_ms=1.5536 nodes=581 max_depth=299 memo_hits=101 memo_misses=1161 memo_exact_hits=101 memo_lb_hits=0 rule4=1 valid_pos=10925 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=7 terminal_edd=178 memo_peak=581 memo_final=581 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.4119 reconstruction_repairs=0 reconstruction_trace_hits=158 reconstruction_trace_fallbacks=0 memo_used_mb=0.106384 memo_bytes_per_entry=192,300,0,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.6_1.txt,adaptive,custom,0,0,1,1,1,0,0,0,-1,-1,1,1,1,1,1,12288,294366,,,1.5536,581,299,101,1161,101,0,1,10925,0,0,0,0,0,7,178,581,581,0,0,0.4119,0,158,0,0.106384,192,,,,,,,,,,,,,,,,,,,,,,C:\c++\test2\results\article_code_comparison\raw_results.csv,article_runner_filename_mismatch_R1_expected_1.0
300,1.0,0.6,1,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.6_2.txt,D:\test2\results\article_code_comparison,generated_by_project_generator,D:\test2\x64\Release\bm_solver.exe,SOLVED,198907,26.2902,53.559,,,300,1941501,1662976,ERROR,,53.588,,,1802240,0.999459,,0.922727,NOT_COMPARABLE_ERROR,,,[run] n=300 seed=1 input=D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.6_2.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=198907 time_ms=26.2902 nodes=10112 max_depth=299 memo_hits=4422 memo_misses=20223 memo_exact_hits=4422 memo_lb_hits=0 rule4=1 valid_pos=230071 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=81 terminal_edd=1963 memo_peak=10112 memo_final=10112 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.4392 reconstruction_repairs=0 reconstruction_trace_hits=165 reconstruction_trace_fallbacks=0 memo_used_mb=1.85156 memo_bytes_per_entry=192,300,1,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.6_2.txt,adaptive,custom,0,0,1,1,1,0,0,0,-1,-1,1,1,1,1,1,12288,198907,,,26.2902,10112,299,4422,20223,4422,0,1,230071,0,0,0,0,0,81,1963,10112,10112,0,0,0.4392,0,165,0,1.85156,192,,,,,,,,,,,,,,,,,,,,,,C:\c++\test2\results\article_code_comparison\raw_results.csv,article_runner_filename_mismatch_R1_expected_1.0
300,1.0,0.6,2,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.6_3.txt,D:\test2\results\article_code_comparison,generated_by_project_generator,D:\test2\x64\Release\bm_solver.exe,SOLVED,201773,2.9207,53.596,,,300,220992,1765376,ERROR,,53.487,,,1814528,1.002038,,0.972912,NOT_COMPARABLE_ERROR,,,[run] n=300 seed=2 input=D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.6_3.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=201773 time_ms=2.9207 nodes=1151 max_depth=299 memo_hits=413 memo_misses=2301 memo_exact_hits=413 memo_lb_hits=0 rule4=1 valid_pos=21103 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=10 terminal_edd=270 memo_peak=1151 memo_final=1151 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.3756 reconstruction_repairs=0 reconstruction_trace_hits=179 reconstruction_trace_fallbacks=0 memo_used_mb=0.210754 memo_bytes_per_entry=192,300,2,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.6_3.txt,adaptive,custom,0,0,1,1,1,0,0,0,-1,-1,1,1,1,1,1,12288,201773,,,2.9207,1151,299,413,2301,413,0,1,21103,0,0,0,0,0,10,270,1151,1151,0,0,0.3756,0,179,0,0.210754,192,,,,,,,,,,,,,,,,,,,,,,C:\c++\test2\results\article_code_comparison\raw_results.csv,article_runner_filename_mismatch_R1_expected_1.0
300,1.0,0.6,3,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.6_4.txt,D:\test2\results\article_code_comparison,generated_by_project_generator,D:\test2\x64\Release\bm_solver.exe,SOLVED,237452,1.9243,53.328,,,300,150912,1740800,ERROR,,53.151,,,1798144,1.00333,,0.968109,NOT_COMPARABLE_ERROR,,,[run] n=300 seed=3 input=D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.6_4.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=237452 time_ms=1.9243 nodes=786 max_depth=299 memo_hits=310 memo_misses=1571 memo_exact_hits=310 memo_lb_hits=0 rule4=1 valid_pos=15364 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=3 terminal_edd=222 memo_peak=786 memo_final=786 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.3588 reconstruction_repairs=0 reconstruction_trace_hits=151 reconstruction_trace_fallbacks=0 memo_used_mb=0.143921 memo_bytes_per_entry=192,300,3,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.6_4.txt,adaptive,custom,0,0,1,1,1,0,0,0,-1,-1,1,1,1,1,1,12288,237452,,,1.9243,786,299,310,1571,310,0,1,15364,0,0,0,0,0,3,222,786,786,0,0,0.3588,0,151,0,0.143921,192,,,,,,,,,,,,,,,,,,,,,,C:\c++\test2\results\article_code_comparison\raw_results.csv,article_runner_filename_mismatch_R1_expected_1.0
300,1.0,0.6,4,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.6_5.txt,D:\test2\results\article_code_comparison,generated_by_project_generator,D:\test2\x64\Release\bm_solver.exe,SOLVED,191743,3.6591,54.261,,,300,329280,1720320,ERROR,,53.504,,,1814528,1.014148,,0.948081,NOT_COMPARABLE_ERROR,,,[run] n=300 seed=4 input=D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.6_5.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=191743 time_ms=3.6591 nodes=1715 max_depth=299 memo_hits=488 memo_misses=3429 memo_exact_hits=488 memo_lb_hits=0 rule4=1 valid_pos=23231 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=13 terminal_edd=457 memo_peak=1715 memo_final=1715 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.3716 reconstruction_repairs=0 reconstruction_trace_hits=174 reconstruction_trace_fallbacks=0 memo_used_mb=0.314026 memo_bytes_per_entry=192,300,4,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.6_5.txt,adaptive,custom,0,0,1,1,1,0,0,0,-1,-1,1,1,1,1,1,12288,191743,,,3.6591,1715,299,488,3429,488,0,1,23231,0,0,0,0,0,13,457,1715,1715,0,0,0.3716,0,174,0,0.314026,192,,,,,,,,,,,,,,,,,,,,,,C:\c++\test2\results\article_code_comparison\raw_results.csv,article_runner_filename_mismatch_R1_expected_1.0
300,1.0,0.6,5,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.6_6.txt,D:\test2\results\article_code_comparison,generated_by_project_generator,D:\test2\x64\Release\bm_solver.exe,SOLVED,175072,2.2069,53.873,,,300,143424,1728512,ERROR,,53.55,,,1855488,1.006032,,0.931567,NOT_COMPARABLE_ERROR,,,[run] n=300 seed=5 input=D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.6_6.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=175072 time_ms=2.2069 nodes=747 max_depth=299 memo_hits=378 memo_misses=1493 memo_exact_hits=378 memo_lb_hits=0 rule4=1 valid_pos=19832 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=6 terminal_edd=207 memo_peak=747 memo_final=747 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.3955 reconstruction_repairs=0 reconstruction_trace_hits=154 reconstruction_trace_fallbacks=0 memo_used_mb=0.13678 memo_bytes_per_entry=192,300,5,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.6_6.txt,adaptive,custom,0,0,1,1,1,0,0,0,-1,-1,1,1,1,1,1,12288,175072,,,2.2069,747,299,378,1493,378,0,1,19832,0,0,0,0,0,6,207,747,747,0,0,0.3955,0,154,0,0.13678,192,,,,,,,,,,,,,,,,,,,,,,C:\c++\test2\results\article_code_comparison\raw_results.csv,article_runner_filename_mismatch_R1_expected_1.0
300,1.0,0.6,6,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.6_7.txt,D:\test2\results\article_code_comparison,generated_by_project_generator,D:\test2\x64\Release\bm_solver.exe,SOLVED,336835,1.493,53.943,,,300,103872,1654784,ERROR,,53.209,,,1798144,1.013795,,0.920273,NOT_COMPARABLE_ERROR,,,[run] n=300 seed=6 input=D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.6_7.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=336835 time_ms=1.493 nodes=541 max_depth=299 memo_hits=110 memo_misses=1081 memo_exact_hits=110 memo_lb_hits=0 rule4=1 valid_pos=7356 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=10 terminal_edd=166 memo_peak=541 memo_final=541 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.4294 reconstruction_repairs=0 reconstruction_trace_hits=162 reconstruction_trace_fallbacks=0 memo_used_mb=0.0990601 memo_bytes_per_entry=192,300,6,D:\test2\results\article_code_comparison\data\300\SDT_300_1_0.6_7.txt,adaptive,custom,0,0,1,1,1,0,0,0,-1,-1,1,1,1,1,1,12288,336835,,,1.493,541,299,110,1081,110,0,1,7356,0,0,0,0,0,10,166,541,541,0,0,0.4294,0,162,0,0.0990601,192,,,,,,,,,,,,,,,,,,,,,,C:\c++\test2\results\article_code_comparison\raw_results.csv,article_runner_filename_mismatch_R1_expected_1.0
