source_file,source_scheme,series_norm,n,R,T,seed,instance_key,config_norm,status_norm,solved,objective_norm,time_ms_norm,timeout_sec_norm,penalized_time_ms,memory_peak_bytes_norm,nodes,process_memory_gate,possibly_process_gated,memo_exact_hits,memo_exact_queries,memo_lb_hits,memo_lb_queries,bound_time_ms,cleanup_time_ms,memo_cleanup_time_ms,memo_clean_time_ms,simple_lb_calls,simple_lb_prunes,memo_full_key_verification,enable_exact_memo,enable_memo,memory_limit_gb,memo_backend,enable_simple_lb,enable_lb_memo,enable_edd_ub,reconstruct_order,reconstruction_trace
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.2,3,400|R=1|T=0.2|seed=3|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.2_4.txt,article_code,solved,True,0.0,53.444,,53.444,2121728.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.2,4,400|R=1|T=0.2|seed=4|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.2_5.txt,article_code,solved,True,0.0,53.468,,53.468,2121728.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.2,5,400|R=1|T=0.2|seed=5|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.2_6.txt,article_code,solved,True,0.0,53.463,,53.463,2121728.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.2,6,400|R=1|T=0.2|seed=6|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.2_7.txt,article_code,solved,True,0.0,54.462,,54.462,2154496.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.2,7,400|R=1|T=0.2|seed=7|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.2_8.txt,article_code,solved,True,0.0,53.662,,53.662,2154496.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.2,8,400|R=1|T=0.2|seed=8|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.2_9.txt,article_code,solved,True,0.0,55.554,,55.554,2121728.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.2,9,400|R=1|T=0.2|seed=9|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.2_10.txt,article_code,solved,True,0.0,53.798,,53.798,2121728.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.4,0,400|R=1|T=0.4|seed=0|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.4_1.txt,article_code,solved,True,0.0,54.298,,54.298,2154496.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.4,1,400|R=1|T=0.4|seed=1|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.4_2.txt,article_code,solved,True,0.0,56.014,,56.014,2134016.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.4,2,400|R=1|T=0.4|seed=2|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.4_3.txt,article_code,solved,True,0.0,53.773,,53.773,2260992.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.4,3,400|R=1|T=0.4|seed=3|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.4_4.txt,article_code,solved,True,0.0,53.472,,53.472,2154496.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.4,4,400|R=1|T=0.4|seed=4|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.4_5.txt,article_code,solved,True,0.0,53.135,,53.135,2150400.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.4,5,400|R=1|T=0.4|seed=5|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.4_6.txt,article_code,solved,True,0.0,53.899,,53.899,2162688.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.4,6,400|R=1|T=0.4|seed=6|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.4_7.txt,article_code,solved,True,0.0,55.672,,55.672,2158592.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.4,7,400|R=1|T=0.4|seed=7|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.4_8.txt,article_code,solved,True,0.0,55.562,,55.562,2256896.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.4,8,400|R=1|T=0.4|seed=8|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.4_9.txt,article_code,solved,True,0.0,53.367,,53.367,2134016.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.4,9,400|R=1|T=0.4|seed=9|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.4_10.txt,article_code,solved,True,0.0,54.568,,54.568,2191360.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.6,0,400|R=1|T=0.6|seed=0|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.6_1.txt,article_code,solved,True,359010.0,53.333,,53.333,2150400.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.6,1,400|R=1|T=0.6|seed=1|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.6_2.txt,article_code,solved,True,350137.0,53.191,,53.191,2179072.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.6,2,400|R=1|T=0.6|seed=2|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.6_3.txt,article_code,solved,True,382426.0,53.913,,53.913,2400256.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.6,3,400|R=1|T=0.6|seed=3|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.6_4.txt,article_code,solved,True,375403.0,54.58,,54.58,2158592.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.6,4,400|R=1|T=0.6|seed=4|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.6_5.txt,article_code,solved,True,345961.0,54.205,,54.205,2158592.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.6,5,400|R=1|T=0.6|seed=5|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.6_6.txt,article_code,solved,True,334852.0,54.511,,54.511,2121728.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.6,6,400|R=1|T=0.6|seed=6|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.6_7.txt,article_code,solved,True,518762.0,53.817,,53.817,2162688.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.6,7,400|R=1|T=0.6|seed=7|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.6_8.txt,article_code,solved,True,473932.0,53.763,,53.763,2265088.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.6,8,400|R=1|T=0.6|seed=8|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.6_9.txt,article_code,solved,True,618671.0,53.853,,53.853,2179072.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.6,9,400|R=1|T=0.6|seed=9|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.6_10.txt,article_code,solved,True,467715.0,54.877,,54.877,2195456.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.8,0,400|R=1|T=0.8|seed=0|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.8_1.txt,article_code,solved,True,1253355.0,54.995,,54.995,2179072.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.8,1,400|R=1|T=0.8|seed=1|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.8_2.txt,article_code,solved,True,1190968.0,54.952,,54.952,2154496.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.8,2,400|R=1|T=0.8|seed=2|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.8_3.txt,article_code,solved,True,1180452.0,54.93,,54.93,2248704.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.8,3,400|R=1|T=0.8|seed=3|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.8_4.txt,article_code,solved,True,1178133.0,54.938,,54.938,2121728.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.8,4,400|R=1|T=0.8|seed=4|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.8_5.txt,article_code,solved,True,1159765.0,54.265,,54.265,2158592.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.8,5,400|R=1|T=0.8|seed=5|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.8_6.txt,article_code,solved,True,1099214.0,53.83,,53.83,2142208.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.8,6,400|R=1|T=0.8|seed=6|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.8_7.txt,article_code,solved,True,1293658.0,54.495,,54.495,2154496.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.8,7,400|R=1|T=0.8|seed=7|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.8_8.txt,article_code,solved,True,1272872.0,53.761,,53.761,2404352.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.8,8,400|R=1|T=0.8|seed=8|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.8_9.txt,article_code,solved,True,1418242.0,53.643,,53.643,2154496.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,400,1.0,0.8,9,400|R=1|T=0.8|seed=9|file=results\article_code_comparison_r1_fixed\data\400\SDT_400_1.0_0.8_10.txt,article_code,solved,True,1199114.0,54.074,,54.074,2154496.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.2,0,500|R=1|T=0.2|seed=0|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.2_1.txt,article_code,solved,True,0.0,54.718,,54.718,2248704.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.2,1,500|R=1|T=0.2|seed=1|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.2_2.txt,article_code,solved,True,0.0,53.828,,53.828,2142208.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.2,2,500|R=1|T=0.2|seed=2|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.2_3.txt,article_code,solved,True,0.0,54.635,,54.635,2191360.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.2,3,500|R=1|T=0.2|seed=3|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.2_4.txt,article_code,solved,True,0.0,53.211,,53.211,2121728.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.2,4,500|R=1|T=0.2|seed=4|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.2_5.txt,article_code,solved,True,0.0,54.836,,54.836,2174976.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.2,5,500|R=1|T=0.2|seed=5|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.2_6.txt,article_code,solved,True,0.0,53.926,,53.926,2121728.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.2,6,500|R=1|T=0.2|seed=6|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.2_7.txt,article_code,solved,True,0.0,53.829,,53.829,2154496.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.2,7,500|R=1|T=0.2|seed=7|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.2_8.txt,article_code,solved,True,0.0,56.129,,56.129,2318336.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.2,8,500|R=1|T=0.2|seed=8|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.2_9.txt,article_code,solved,True,0.0,53.24,,53.24,2121728.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.2,9,500|R=1|T=0.2|seed=9|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.2_10.txt,article_code,solved,True,0.0,54.431,,54.431,2121728.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.4,0,500|R=1|T=0.4|seed=0|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.4_1.txt,article_code,solved,True,0.0,53.509,,53.509,2121728.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.4,1,500|R=1|T=0.4|seed=1|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.4_2.txt,article_code,solved,True,0.0,53.475,,53.475,2154496.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.4,2,500|R=1|T=0.4|seed=2|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.4_3.txt,article_code,solved,True,0.0,58.189,,58.189,2179072.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.4,3,500|R=1|T=0.4|seed=3|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.4_4.txt,article_code,solved,True,0.0,54.023,,54.023,2121728.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.4,4,500|R=1|T=0.4|seed=4|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.4_5.txt,article_code,solved,True,0.0,54.46,,54.46,2121728.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.4,5,500|R=1|T=0.4|seed=5|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.4_6.txt,article_code,solved,True,0.0,54.238,,54.238,2179072.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.4,6,500|R=1|T=0.4|seed=6|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.4_7.txt,article_code,solved,True,0.0,53.518,,53.518,2121728.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.4,7,500|R=1|T=0.4|seed=7|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.4_8.txt,article_code,solved,True,0.0,54.859,,54.859,2207744.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.4,8,500|R=1|T=0.4|seed=8|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.4_9.txt,article_code,solved,True,0.0,53.724,,53.724,2150400.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.4,9,500|R=1|T=0.4|seed=9|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.4_10.txt,article_code,solved,True,0.0,54.034,,54.034,2154496.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.6,0,500|R=1|T=0.6|seed=0|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.6_1.txt,article_code,solved,True,765173.0,59.606,,59.606,2154496.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.6,1,500|R=1|T=0.6|seed=1|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.6_2.txt,article_code,solved,True,556809.0,53.85,,53.85,2260992.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.6,2,500|R=1|T=0.6|seed=2|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.6_3.txt,article_code,solved,True,746290.0,54.539,,54.539,2281472.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.6,3,500|R=1|T=0.6|seed=3|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.6_4.txt,article_code,solved,True,506328.0,53.553,,53.553,2154496.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.6,4,500|R=1|T=0.6|seed=4|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.6_5.txt,article_code,solved,True,516402.0,53.889,,53.889,2064384.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.6,5,500|R=1|T=0.6|seed=5|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.6_6.txt,article_code,solved,True,522805.0,53.706,,53.706,2174976.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.6,6,500|R=1|T=0.6|seed=6|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.6_7.txt,article_code,solved,True,754891.0,54.157,,54.157,2154496.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.6,7,500|R=1|T=0.6|seed=7|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.6_8.txt,article_code,solved,True,675821.0,55.735,,55.735,2260992.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.6,8,500|R=1|T=0.6|seed=8|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.6_9.txt,article_code,solved,True,864108.0,54.204,,54.204,2162688.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.6,9,500|R=1|T=0.6|seed=9|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.6_10.txt,article_code,solved,True,786114.0,55.807,,55.807,2146304.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.8,0,500|R=1|T=0.8|seed=0|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.8_1.txt,article_code,solved,True,2096884.0,54.675,,54.675,2129920.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.8,1,500|R=1|T=0.8|seed=1|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.8_2.txt,article_code,solved,True,1911114.0,54.483,,54.483,2256896.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.8,2,500|R=1|T=0.8|seed=2|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.8_3.txt,article_code,solved,True,2012942.0,54.004,,54.004,2183168.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.8,3,500|R=1|T=0.8|seed=3|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.8_4.txt,article_code,solved,True,1739541.0,54.274,,54.274,2121728.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.8,4,500|R=1|T=0.8|seed=4|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.8_5.txt,article_code,solved,True,1765652.0,53.835,,53.835,2154496.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.8,5,500|R=1|T=0.8|seed=5|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.8_6.txt,article_code,solved,True,1733530.0,54.828,,54.828,2400256.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.8,6,500|R=1|T=0.8|seed=6|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.8_7.txt,article_code,solved,True,2023842.0,55.07,,55.07,2207744.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.8,7,500|R=1|T=0.8|seed=7|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.8_8.txt,article_code,solved,True,1850348.0,53.818,,53.818,2158592.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.8,8,500|R=1|T=0.8|seed=8|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.8_9.txt,article_code,solved,True,2078709.0,53.929,,53.929,2154496.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,500,1.0,0.8,9,500|R=1|T=0.8|seed=9|file=results\article_code_comparison_r1_fixed\data\500\SDT_500_1.0_0.8_10.txt,article_code,solved,True,1935075.0,54.406,,54.406,2330624.0,,False,False,,,,,,,,,,,,,,,,,,,,
C:\c++\test2\results\article_code_comparison_r1_fixed\raw_results.csv,article_code_comparison,article_code_comparison,600,1.0,0.2,0,600|R=1|T=0.2|seed=0|file=results\article_code_comparison_r1_fixed\data\600\SDT_600_1.0_0.2_1.txt,article_code,solved,True,0.0,54.494,,54.494,2154496.0,,False,False,,,,,,,,,,,,,,,,,,,,
