series_norm,config_norm,n,R,T,total_count,solved_count,solved_rate,oot_count,oom_count,err_count,median_time_ms_solved,p90_time_ms_solved,median_penalized_time_ms,p90_penalized_time_ms,median_nodes,p90_nodes,median_memory_peak_bytes,p90_memory_peak_bytes,median_memo_exact_hit_rate,median_memo_lb_hit_rate,median_bound_time_share,median_cleanup_time_share
article_code_comparison,article_code,700,1.0,0.2,20,10,0.5,0,0,10,53.6315,55.139799999999994,6000027.74,12000000.0,,,1988608.0,2215116.8000000003,,,,
article_code_comparison,article_code,700,1.0,0.4,20,10,0.5,0,0,10,54.1695,55.039,6000027.848,12000000.0,,,1964032.0,2179481.6,,,,
article_code_comparison,article_code,700,1.0,0.6,20,10,0.5,0,0,10,53.988,55.314099999999996,6000027.788,12000000.0,,,1968128.0,2187264.0,,,,
article_code_comparison,article_code,700,1.0,0.8,20,10,0.5,0,0,10,54.0345,54.488,6000027.5185,12000000.0,,,2031616.0,2183168.0,,,,
article_code_comparison,article_code,800,0.2,0.2,10,10,1.0,0,0,0,966.9605,1299.1622,966.9605,1299.1622,,,67883008.0,92509388.8,,,,
article_code_comparison,article_code,800,0.2,0.4,10,10,1.0,0,0,0,55024.340500000006,72589.74149999999,55024.340500000006,72589.74149999999,,,4002727936.0,5280978534.4,,,,
article_code_comparison,article_code,800,0.2,0.6,10,10,1.0,0,0,0,122028.7665,161773.70249999998,122028.7665,161773.70249999998,,,9178830848.0,11960880742.4,,,,
article_code_comparison,article_code,800,0.2,0.8,10,10,1.0,0,0,0,42258.7645,53586.1277,42258.7645,53586.1277,,,3368226816.0,4185427558.3999996,,,,
article_code_comparison,article_code,800,0.4,0.2,10,10,1.0,0,0,0,60.054,60.2102,60.054,60.2102,,,1855488.0,1941913.6,,,,
article_code_comparison,article_code,800,0.4,0.4,10,10,1.0,0,0,0,8919.329,10742.073699999999,8919.329,10742.073699999999,,,663033856.0,779433574.4,,,,
article_code_comparison,article_code,800,0.4,0.6,10,10,1.0,0,0,0,41930.7815,51419.494099999996,41930.7815,51419.494099999996,,,3373707264.0,4045084262.3999996,,,,
