R,T,n,rows,median_ours_wall_time_s,median_article_wall_time_s,median_ours_peak_gb,median_article_peak_gb,median_time_ratio,median_memory_ratio
0.4,0.8,600,10,0.147761,0.085378,0.013864517211914062,0.004787445068359375,1.0437634999999998,1.465581
0.4,0.8,700,10,0.21231699999999998,0.119867,0.024250030517578125,0.007831573486328125,1.657025,2.3324685
0.4,0.8,800,10,0.3274905,0.204972,0.033565521240234375,0.013006210327148438,1.6458575,2.2044555
0.4,0.8,900,10,0.2421775,0.1210725,0.034404754638671875,0.00946807861328125,1.51831,3.6820385
0.4,0.8,1000,10,0.357857,0.20984550000000002,0.04561614990234375,0.013620376586914062,1.634521,3.408188
0.4,0.8,1100,10,0.3585975,0.24856850000000003,0.05020332336425781,0.015380859375,1.6378125,3.277125
0.6,0.2,50,10,0.0534495,0.0535065,0.001617431640625,0.001689910888671875,0.997841,0.9428725
0.6,0.2,100,10,0.053711999999999996,0.0533815,0.001621246337890625,0.00168609619140625,1.0017575,0.936448
0.6,0.2,200,10,0.0537825,0.0535515,0.0016498565673828125,0.00168609619140625,1.0008245,0.98298
0.6,0.2,300,10,0.0540505,0.053429000000000004,0.0016193389892578125,0.00168609619140625,1.0127605,0.9582364999999999
0.6,0.2,400,10,0.06307399999999999,0.0600975,0.00202178955078125,0.0016841888427734375,1.0489465,1.233144
0.6,0.2,500,10,0.0629855,0.06021,0.0020275115966796875,0.0017375946044921875,1.046626,1.1838039999999999
0.6,0.2,600,10,0.0631735,0.060087,0.002079010009765625,0.0017070770263671875,1.0510985000000002,1.1937484999999999
0.6,0.2,700,10,0.06282950000000001,0.060129,0.002044677734375,0.0016937255859375,1.045172,1.1920625
0.6,0.2,800,10,0.062765,0.060027,0.0020961761474609375,0.0016994476318359375,1.044727,1.202506
0.6,0.2,900,10,0.0628345,0.060108,0.0021266937255859375,0.001678466796875,1.043869,1.2456835000000002
0.6,0.2,1000,10,0.0626675,0.060104500000000005,0.0019168853759765625,0.001689910888671875,1.041505,1.1356190000000002
0.6,0.2,1100,10,0.058032,0.058459,0.0016727447509765625,0.00170135498046875,1.0000255,0.9965729999999999
0.6,0.4,50,10,0.053873000000000004,0.05345949999999999,0.001667022705078125,0.0016918182373046875,1.0072714999999999,0.9554819999999999
0.6,0.4,100,10,0.053628999999999996,0.053375000000000006,0.001628875732421875,0.00168609619140625,1.005581,0.9524885000000001
