instance_key,custom_reported_time_ms,std_unordered_reported_time_ms,custom_memo_used_mb,std_unordered_memo_used_mb,custom_objective,std_unordered_objective,process_gated_file,source_file,objective_match,time_ratio_custom_to_std,memory_ratio_custom_to_std,memo_full_key_verification_ok,exact_memo_enabled_ok
100|R=0.4|T=0.6|seed=5,11.715,6.7818,5.984375,6.4609375,38499.0,38499.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.7274174997788199,0.9262394195888755,True,True
100|R=0.4|T=0.6|seed=6,7.8665,4.3044,5.984375,6.4609375,38907.0,38907.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.8275485549670105,0.9262394195888755,True,True
100|R=0.4|T=0.6|seed=7,23.6275,14.2514,5.984375,6.4609375,32502.0,32502.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.6579072933185512,0.9262394195888755,True,True
100|R=0.4|T=0.6|seed=8,25.9985,14.9431,5.984375,6.4609375,41965.0,41965.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.7398331002268606,0.9262394195888755,True,True
100|R=0.4|T=0.6|seed=9,4.2192,2.3674,5.984375,6.4609375,31670.0,31670.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.7822083298132974,0.9262394195888755,True,True
200|R=0.2|T=0.4|seed=0,187.2097,130.6817,10.0546875,13.0859375,64251.0,64251.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.4325624781434585,0.7683582089552239,True,True
200|R=0.2|T=0.4|seed=1,281.3595,202.202,12.671875,17.55078125,63404.0,63404.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3914773345466416,0.7220120186957489,True,True
200|R=0.2|T=0.4|seed=2,366.9187,262.0484,13.5546875,19.828125,65716.0,65716.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.400194391570412,0.6836091410559496,True,True
200|R=0.2|T=0.4|seed=3,251.066,175.2427,13.5546875,19.828125,62619.0,62619.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.4326759402816778,0.6836091410559496,True,True
200|R=0.2|T=0.4|seed=4,198.0842,137.0875,13.5546875,19.828125,63259.0,63259.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.44494720525212,0.6836091410559496,True,True
200|R=0.2|T=0.4|seed=5,270.3235,193.3058,13.5546875,19.828125,58493.0,58493.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3984241548882652,0.6836091410559496,True,True
200|R=0.2|T=0.4|seed=6,269.9651,189.8672,13.5546875,19.828125,75313.0,75313.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.421862754599004,0.6836091410559496,True,True
200|R=0.2|T=0.4|seed=7,133.056,90.5805,13.5546875,19.828125,62336.0,62336.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.468925430970242,0.6836091410559496,True,True
200|R=0.2|T=0.4|seed=8,307.2974,220.2027,13.7734375,19.828125,75596.0,75596.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3955205817185712,0.6946414499605988,True,True
200|R=0.2|T=0.4|seed=9,448.8621,330.6753,16.6171875,22.62890625,68083.0,68083.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3574104264818085,0.7343345416882444,True,True
200|R=0.2|T=0.6|seed=0,699.055,525.1067,21.48046875,30.875,188181.0,188181.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.331262770023692,0.6957236842105263,True,True
200|R=0.2|T=0.6|seed=1,550.4503,396.0543,21.48046875,30.875,175119.0,175119.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.389835434181626,0.6957236842105263,True,True
200|R=0.2|T=0.6|seed=2,498.391,365.733,21.48046875,30.875,180295.0,180295.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3627181577817697,0.6957236842105263,True,True
200|R=0.2|T=0.6|seed=3,463.1734,338.598,21.48046875,30.875,171947.0,171947.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3679153450404313,0.6957236842105263,True,True
200|R=0.2|T=0.6|seed=4,637.3345,473.7643,22.01953125,30.94140625,179761.0,179761.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3452564914663263,0.7116525691200606,True,True
200|R=0.2|T=0.6|seed=5,629.6993,480.9262,22.01953125,30.94140625,159779.0,159779.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3093470474264035,0.7116525691200606,True,True
200|R=0.2|T=0.6|seed=6,375.4025,273.3849,22.01953125,30.94140625,203774.0,203774.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3731647212410047,0.7116525691200606,True,True
200|R=0.2|T=0.6|seed=7,208.688,148.0611,22.01953125,30.94140625,172597.0,172597.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.4094721706106463,0.7116525691200606,True,True
200|R=0.2|T=0.6|seed=8,672.0824,521.2366,22.05859375,31.15625,207916.0,207916.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.289399861790212,0.7079989969909729,True,True
200|R=0.2|T=0.6|seed=9,903.2946,693.7354,24.81640625,37.4609375,182011.0,182011.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3020736724693591,0.6624608967674661,True,True
200|R=0.2|T=0.8|seed=0,246.8376,178.3873,10.74609375,14.41015625,381286.0,381286.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3837173386222001,0.74573055028463,True,True
200|R=0.2|T=0.8|seed=1,266.3796,192.1251,12.61328125,15.328125,354029.0,354029.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3864903648716382,0.8228848114169215,True,True
200|R=0.2|T=0.8|seed=2,262.4937,195.7705,12.61328125,15.328125,365502.0,365502.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3408235663698054,0.8228848114169215,True,True
200|R=0.2|T=0.8|seed=3,155.6515,114.199,12.61328125,15.328125,346327.0,346327.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3629847897091918,0.8228848114169215,True,True
200|R=0.2|T=0.8|seed=4,199.5622,144.5775,12.61328125,15.328125,360596.0,360596.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3803129809271844,0.8228848114169215,True,True
200|R=0.2|T=0.8|seed=5,173.4091,128.022,12.61328125,15.328125,319437.0,319437.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3545257846307666,0.8228848114169215,True,True
200|R=0.2|T=0.8|seed=6,181.3104,132.3216,12.61328125,15.328125,404716.0,404716.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3702252693437806,0.8228848114169215,True,True
200|R=0.2|T=0.8|seed=7,205.91,148.7819,12.61328125,15.328125,349706.0,349706.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3839721095106325,0.8228848114169215,True,True
200|R=0.2|T=0.8|seed=8,278.4186,205.9808,13.20703125,16.56640625,410391.0,410391.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3516725830757044,0.7972176373496817,True,True
200|R=0.2|T=0.8|seed=9,300.5244,229.6042,13.20703125,16.82421875,359582.0,359582.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3088802382534814,0.785001160900859,True,True
200|R=0.4|T=0.6|seed=0,423.2626,322.1364,13.33984375,19.9140625,150861.0,150861.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3139235429464042,0.6698705374656728,True,True
200|R=0.4|T=0.6|seed=1,244.847,178.881,13.33984375,19.9140625,143107.0,143107.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3687702998082525,0.6698705374656728,True,True
200|R=0.4|T=0.6|seed=2,200.2997,145.6047,13.33984375,19.9140625,151911.0,151911.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3756403467745202,0.6698705374656728,True,True
200|R=0.4|T=0.6|seed=3,174.7163,125.944,13.33984375,19.9140625,145395.0,145395.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.387253858857905,0.6698705374656728,True,True
200|R=0.4|T=0.6|seed=4,304.9185,229.5848,13.33984375,19.9140625,142012.0,142012.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.32813017238075,0.6698705374656728,True,True
200|R=0.4|T=0.6|seed=5,335.9242,254.3552,13.33984375,19.9140625,129831.0,129831.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3206893352288454,0.6698705374656728,True,True
200|R=0.4|T=0.6|seed=6,83.199,57.4231,13.33984375,19.9140625,177143.0,177143.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.448876845729332,0.6698705374656728,True,True
200|R=0.4|T=0.6|seed=7,60.7837,41.3096,13.33984375,19.9140625,141993.0,141993.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.4714182659720743,0.6698705374656728,True,True
200|R=0.4|T=0.6|seed=8,250.5043,186.7196,13.33984375,19.9140625,173263.0,173263.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3416068800490146,0.6698705374656728,True,True
200|R=0.4|T=0.6|seed=9,285.6705,206.5258,13.33984375,19.9140625,159250.0,159250.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3832194331168308,0.6698705374656728,True,True
300|R=0.2|T=0.4|seed=0,1568.7672,1216.9775,45.51953125,60.69921875,173575.0,173575.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.289068368149781,0.7499195572430658,True,True
300|R=0.2|T=0.4|seed=1,2014.5521,1598.7421,52.26953125,67.15625,154612.0,154612.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2600857261468252,0.7783271288971615,True,True
300|R=0.2|T=0.4|seed=2,1474.498,1150.181,52.26953125,67.15625,151551.0,151551.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2819704029191927,0.7783271288971615,True,True
300|R=0.2|T=0.4|seed=3,1740.7673,1425.7899,52.26953125,67.15625,145976.0,145976.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2209143156365465,0.7783271288971615,True,True
300|R=0.2|T=0.4|seed=4,1031.6743,796.7817,52.26953125,67.15625,154700.0,154700.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2948017003904582,0.7783271288971615,True,True
300|R=0.2|T=0.4|seed=5,1198.1821,910.8704,52.26953125,67.15625,135874.0,135874.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.315425443619641,0.7783271288971615,True,True
300|R=0.2|T=0.4|seed=6,1120.9568,863.9396,52.26953125,67.15625,165501.0,165501.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2974944081739046,0.7783271288971615,True,True
300|R=0.2|T=0.4|seed=7,1111.5868,844.273,52.26953125,67.15625,157430.0,157430.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3166200980014757,0.7783271288971615,True,True
300|R=0.2|T=0.4|seed=8,1194.1691,906.8049,52.26953125,67.15625,164289.0,164289.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3168974936063977,0.7783271288971615,True,True
300|R=0.2|T=0.4|seed=9,507.859,385.3507,52.26953125,67.15625,146307.0,146307.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.3179137860655241,0.7783271288971615,True,True
300|R=0.2|T=0.6|seed=0,2805.4359,2325.3231,66.07421875,95.58984375,471817.0,471817.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2064714361630002,0.691226349556618,True,True
300|R=0.2|T=0.6|seed=1,2960.2539,2461.342,66.28125,96.84375,419375.0,419375.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2026991372998959,0.6844143272023233,True,True
300|R=0.2|T=0.6|seed=2,1442.9024,1153.816,66.28125,96.84375,411858.0,411858.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2505480943235316,0.6844143272023233,True,True
300|R=0.2|T=0.6|seed=3,4765.5847,3963.246,93.88671875,130.5703125,401677.0,401677.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2024448394068903,0.7190510381140429,True,True
300|R=0.2|T=0.6|seed=4,2552.9543,2007.6037,93.88671875,130.5703125,431164.0,431164.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.271642555749424,0.7190510381140429,True,True
300|R=0.2|T=0.6|seed=5,2018.5208,1632.4603,93.88671875,130.5703125,374499.0,374499.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2364899777348337,0.7190510381140429,True,True
300|R=0.2|T=0.6|seed=6,1427.6613,1154.1714,93.88671875,130.5703125,446805.0,446805.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2369577863391867,0.7190510381140429,True,True
300|R=0.2|T=0.6|seed=7,2390.4938,1906.0737,93.88671875,130.5703125,427461.0,427461.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2541455243834487,0.7190510381140429,True,True
300|R=0.2|T=0.6|seed=8,2456.0244,2030.4867,93.88671875,130.5703125,446466.0,446466.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.209574236561116,0.7190510381140429,True,True
300|R=0.2|T=0.6|seed=9,1941.2547,1538.1421,93.88671875,130.5703125,412549.0,412549.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2620776064838222,0.7190510381140429,True,True
300|R=0.2|T=0.8|seed=0,1111.043,879.7212,26.953125,37.75,934843.0,934843.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2629489888387366,0.7139900662251656,True,True
300|R=0.2|T=0.8|seed=1,1253.1693,979.4647,33.58203125,41.796875,840346.0,840346.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2794430467989302,0.8034579439252336,True,True
300|R=0.2|T=0.8|seed=2,755.2572,621.6372,33.58203125,41.796875,830024.0,830024.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2149485262464987,0.8034579439252336,True,True
300|R=0.2|T=0.8|seed=3,2392.7408,1971.7959,52.7734375,68.43359375,795591.0,795591.0,True,C:\c++\test2\results\memo_backend_comparison\raw_results.csv,True,1.2134829979106865,0.7711627375991781,True,True
