bounds_mode,objective_match,median_time_ratio,p90_time_ratio,median_node_ratio,median_bound_time_share,memo_lb_hit_rate,decision
edd_ub,True,1.0337836414096706,1.0617679848786454,0.9997218794358174,0.0,,nodes_down_time_up
simple_lb,True,1.4247255367119447,1.5696639360040965,0.9954996586354088,0.12869372938517282,,nodes_down_time_up
simple_lb_edd_ub,True,1.4725692541982447,1.6205610358315155,0.9925481559603566,0.125819745948337,,nodes_down_time_up
simple_lb_lb_memo,True,1.4555189455973845,1.603297771437279,0.9954996586354088,0.133627144498976,0.0,nodes_down_time_up
simple_lb_lb_memo_edd_ub,True,1.5000250639507176,1.6327486264056426,0.9925481559603566,0.13105495059121292,0.0,nodes_down_time_up
