n,R,T,seed,instance_path,shared_work_dir,data_mode,ours_exe,ours_reconstruct_status,ours_reconstruct_objective,ours_reconstruct_reported_time_ms,ours_reconstruct_wall_time_ms,ours_reconstruction_success,ours_reconstructed_order_cost,ours_order_length,ours_reconstruct_memo_used_bytes,ours_reconstruct_peak_working_set_bytes,article_status,article_objective,article_wall_time_ms,article_memo_bytes,article_reported_ram_bytes,article_peak_working_set_bytes,ratio_ours_reconstruct_wall_to_article,ratio_ours_reconstruct_memo_to_article_memo,ratio_ours_reconstruct_peak_to_article_peak,objective_comparison_status,objective_match,notes,ours_reconstruct_run_line,ours_reconstruct_run_n,ours_reconstruct_run_seed,ours_reconstruct_run_input,ours_reconstruct_run_decomp,ours_reconstruct_run_memo_backend,ours_reconstruct_run_use_ub,ours_reconstruct_run_use_lb,ours_reconstruct_run_terminal_rules,ours_reconstruct_run_position_filtering_enabled,ours_reconstruct_run_enable_lawler_basic_rules,ours_reconstruct_run_enable_simple_lb,ours_reconstruct_run_enable_lb_memo,ours_reconstruct_run_enable_edd_ub,ours_reconstruct_run_ub_depth_limit,ours_reconstruct_run_lb_depth_limit,ours_reconstruct_run_terminal_all_tardy_spt,ours_reconstruct_run_terminal_edd_at_most_one_tardy,ours_reconstruct_run_enable_memo,ours_reconstruct_run_enable_exact_memo,ours_reconstruct_run_memo_full_key_verification,ours_reconstruct_run_memo_memory_limit_mb,ours_reconstruct_run_cost,ours_reconstruct_run_reconstruction_success,ours_reconstruct_run_reconstructed_order_cost,ours_reconstruct_run_time_ms,ours_reconstruct_run_nodes,ours_reconstruct_run_max_depth,ours_reconstruct_run_memo_hits,ours_reconstruct_run_memo_misses,ours_reconstruct_run_memo_exact_hits,ours_reconstruct_run_memo_lb_hits,ours_reconstruct_run_rule4,ours_reconstruct_run_valid_pos,ours_reconstruct_run_valid_pos_pruned_3a,ours_reconstruct_run_valid_pos_pruned_3b,ours_reconstruct_run_memo_rejected,ours_reconstruct_run_memo_forced_evict,ours_reconstruct_run_lufo_passes,ours_reconstruct_run_terminal_spt,ours_reconstruct_run_terminal_edd,ours_reconstruct_run_memo_peak,ours_reconstruct_run_memo_final,ours_reconstruct_run_memo_evictions,ours_reconstruct_run_memo_clean_time_ms,ours_reconstruct_run_reconstruction_time_ms,ours_reconstruct_run_reconstruction_repairs,ours_reconstruct_run_reconstruction_trace_hits,ours_reconstruct_run_reconstruction_trace_fallbacks,ours_reconstruct_run_memo_used_mb,ours_reconstruct_run_memo_bytes_per_entry,article_raw_metrics,article_metric_TT,article_metric_time,article_metric_RAM,article_metric_NbBytesMem,article_metric_NbBytesMem2,article_metric_NbEntryMem,article_metric_NbEntryMem2,article_metric_NbJobsMem,article_metric_Hits,article_metric_Hits2,article_metric_Miss,article_metric_Miss2,article_metric_All,article_metric_MerL,article_metric_szMerL,article_metric_MerR,article_metric_szMerR,article_metric_MovL,article_metric_MovR,article_metric_MinRatio,source_file,ours_solved,article_solved,both_solved,time_ratio,memory_ratio,ours_wall_time_s,article_wall_time_s,ours_peak_gb,article_peak_gb,objective_comparison_status_norm,rows_for_n,complete_n
100,0.4,0.8,0,D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_1.txt,D:\test2\results\article_code_comparison,generated_by_project_generator,D:\test2\x64\Release\bm_solver.exe,SOLVED,88332,0.6202,54.469,,,100,36792,1720320,SOLVED,88332.0,53.559,4784.0,4808704.0,1794048,1.016991,7.690635,0.958904,MATCH,True,,[run] n=100 seed=0 input=D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_1.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=88332 time_ms=0.6202 nodes=219 max_depth=99 memo_hits=15 memo_misses=437 memo_exact_hits=15 memo_lb_hits=0 rule4=1 valid_pos=3352 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=6 terminal_edd=44 memo_peak=219 memo_final=219 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.1382 reconstruction_repairs=0 reconstruction_trace_hits=73 reconstruction_trace_fallbacks=0 memo_used_mb=0.0350876 memo_bytes_per_entry=168,100,0,D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_1.txt,adaptive,custom,0,0,1,1,1,0,0,0,-1,-1,1,1,1,1,1,12288,88332,,,0.6202,219,99,15,437,15,0,1,3352,0,0,0,0,0,6,44,219,219,0,0,0.1382,0,73,0,0.0350876,168,All=185;Hits=11;Hits2=0;MerL=0;MerR=0;MinRatio=1;Miss=0;Miss2=0;MovL=0;MovR=0;NbBytesMem=4784;NbBytesMem2=0;NbEntryMem=58;NbEntryMem2=0;NbJobsMem=-1;RAM=4808704;TT=88332;szMerL=0;szMerR=0,88332.0,,4808704.0,4784.0,0.0,58.0,0.0,-1.0,11.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C:\c++\test2\results\article_code_comparison\raw_results.csv,True,True,True,1.016991,0.958904,0.054469000000000004,0.053558999999999996,0.0016021728515625,0.00167083740234375,MATCH,200,True
100,0.4,0.8,1,D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_2.txt,D:\test2\results\article_code_comparison,generated_by_project_generator,D:\test2\x64\Release\bm_solver.exe,SOLVED,90387,2.3912,53.53,,,100,219072,1798144,SOLVED,90387.0,54.662,29064.0,4841472.0,1875968,0.979291,7.537572,0.958515,MATCH,True,,[run] n=100 seed=1 input=D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_2.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=90387 time_ms=2.3912 nodes=1304 max_depth=99 memo_hits=298 memo_misses=2607 memo_exact_hits=298 memo_lb_hits=0 rule4=1 valid_pos=17851 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=15 terminal_edd=350 memo_peak=1304 memo_final=1304 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.1222 reconstruction_repairs=0 reconstruction_trace_hits=71 reconstruction_trace_fallbacks=0 memo_used_mb=0.208923 memo_bytes_per_entry=168,100,1,D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_2.txt,adaptive,custom,0,0,1,1,1,0,0,0,-1,-1,1,1,1,1,1,12288,90387,,,2.3912,1304,99,298,2607,298,0,1,17851,0,0,0,0,0,15,350,1304,1304,0,0,0.1222,0,71,0,0.208923,168,All=1768;Hits=123;Hits2=0;MerL=0;MerR=0;MinRatio=1;Miss=0;Miss2=0;MovL=0;MovR=0;NbBytesMem=29064;NbBytesMem2=0;NbEntryMem=402;NbEntryMem2=0;NbJobsMem=-1;RAM=4841472;TT=90387;szMerL=0;szMerR=0,90387.0,,4841472.0,29064.0,0.0,402.0,0.0,-1.0,123.0,0.0,0.0,0.0,1768.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C:\c++\test2\results\article_code_comparison\raw_results.csv,True,True,True,0.979291,0.958515,0.05353,0.054662,0.001674652099609375,0.00174713134765625,MATCH,200,True
100,0.4,0.8,2,D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_3.txt,D:\test2\results\article_code_comparison,generated_by_project_generator,D:\test2\x64\Release\bm_solver.exe,SOLVED,83314,0.6738,53.619,,,100,51072,1777664,SOLVED,83314.0,53.307,8112.0,4816896.0,1789952,1.005853,6.295858,0.993135,MATCH,True,,[run] n=100 seed=2 input=D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_3.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=83314 time_ms=0.6738 nodes=304 max_depth=99 memo_hits=50 memo_misses=607 memo_exact_hits=50 memo_lb_hits=0 rule4=1 valid_pos=3414 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=7 terminal_edd=79 memo_peak=304 memo_final=304 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.1335 reconstruction_repairs=0 reconstruction_trace_hits=69 reconstruction_trace_fallbacks=0 memo_used_mb=0.0487061 memo_bytes_per_entry=168,100,2,D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_3.txt,adaptive,custom,0,0,1,1,1,0,0,0,-1,-1,1,1,1,1,1,12288,83314,,,0.6738,304,99,50,607,50,0,1,3414,0,0,0,0,0,7,79,304,304,0,0,0.1335,0,69,0,0.0487061,168,All=393;Hits=26;Hits2=0;MerL=0;MerR=0;MinRatio=1;Miss=0;Miss2=0;MovL=0;MovR=0;NbBytesMem=8112;NbBytesMem2=0;NbEntryMem=112;NbEntryMem2=0;NbJobsMem=-1;RAM=4816896;TT=83314;szMerL=0;szMerR=0,83314.0,,4816896.0,8112.0,0.0,112.0,0.0,-1.0,26.0,0.0,0.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C:\c++\test2\results\article_code_comparison\raw_results.csv,True,True,True,1.005853,0.993135,0.053619,0.053307,0.00165557861328125,0.001667022705078125,MATCH,200,True
100,0.4,0.8,3,D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_4.txt,D:\test2\results\article_code_comparison,generated_by_project_generator,D:\test2\x64\Release\bm_solver.exe,SOLVED,115974,0.1696,53.969,,,100,12432,1794048,SOLVED,115974.0,53.151,1312.0,4677632.0,1810432,1.01539,9.47561,0.99095,MATCH,True,,[run] n=100 seed=3 input=D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_4.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=115974 time_ms=0.1696 nodes=74 max_depth=99 memo_hits=6 memo_misses=147 memo_exact_hits=6 memo_lb_hits=0 rule4=1 valid_pos=489 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=2 terminal_edd=27 memo_peak=74 memo_final=74 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.0476 reconstruction_repairs=0 reconstruction_trace_hits=33 reconstruction_trace_fallbacks=0 memo_used_mb=0.0118561 memo_bytes_per_entry=168,100,3,D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_4.txt,adaptive,custom,0,0,1,1,1,0,0,0,-1,-1,1,1,1,1,1,12288,115974,,,0.1696,74,99,6,147,6,0,1,489,0,0,0,0,0,2,27,74,74,0,0,0.0476,0,33,0,0.0118561,168,All=68;Hits=1;Hits2=0;MerL=0;MerR=0;MinRatio=1;Miss=0;Miss2=0;MovL=0;MovR=0;NbBytesMem=1312;NbBytesMem2=0;NbEntryMem=20;NbEntryMem2=0;NbJobsMem=-1;RAM=4677632;TT=115974;szMerL=0;szMerR=0,115974.0,,4677632.0,1312.0,0.0,20.0,0.0,-1.0,1.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C:\c++\test2\results\article_code_comparison\raw_results.csv,True,True,True,1.01539,0.99095,0.053969,0.053151000000000004,0.00167083740234375,0.00168609619140625,MATCH,200,True
100,0.4,0.8,4,D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_5.txt,D:\test2\results\article_code_comparison,generated_by_project_generator,D:\test2\x64\Release\bm_solver.exe,SOLVED,106902,1.4082,53.354,,,100,127344,1617920,SOLVED,106902.0,53.436,14558.0,4706304.0,1810432,0.998465,8.747355,0.893665,MATCH,True,,[run] n=100 seed=4 input=D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_5.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=106902 time_ms=1.4082 nodes=758 max_depth=99 memo_hits=120 memo_misses=1515 memo_exact_hits=120 memo_lb_hits=0 rule4=1 valid_pos=9007 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=11 terminal_edd=182 memo_peak=758 memo_final=758 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.1207 reconstruction_repairs=0 reconstruction_trace_hits=72 reconstruction_trace_fallbacks=0 memo_used_mb=0.121445 memo_bytes_per_entry=168,100,4,D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_5.txt,adaptive,custom,0,0,1,1,1,0,0,0,-1,-1,1,1,1,1,1,12288,106902,,,1.4082,758,99,120,1515,120,0,1,9007,0,0,0,0,0,11,182,758,758,0,0,0.1207,0,72,0,0.121445,168,All=677;Hits=46;Hits2=0;MerL=0;MerR=0;MinRatio=1;Miss=0;Miss2=0;MovL=0;MovR=0;NbBytesMem=14558;NbBytesMem2=0;NbEntryMem=200;NbEntryMem2=0;NbJobsMem=-1;RAM=4706304;TT=106902;szMerL=0;szMerR=0,106902.0,,4706304.0,14558.0,0.0,200.0,0.0,-1.0,46.0,0.0,0.0,0.0,677.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C:\c++\test2\results\article_code_comparison\raw_results.csv,True,True,True,0.998465,0.893665,0.053354,0.053436,0.001506805419921875,0.00168609619140625,MATCH,200,True
100,0.4,0.8,5,D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_6.txt,D:\test2\results\article_code_comparison,generated_by_project_generator,D:\test2\x64\Release\bm_solver.exe,SOLVED,83610,0.4317,53.395,,,100,26712,1650688,SOLVED,83610.0,53.533,3052.0,4689920.0,1781760,0.997422,8.752294,0.926437,MATCH,True,,[run] n=100 seed=5 input=D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_6.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=83610 time_ms=0.4317 nodes=159 max_depth=99 memo_hits=24 memo_misses=317 memo_exact_hits=24 memo_lb_hits=0 rule4=1 valid_pos=2294 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=0 terminal_edd=43 memo_peak=159 memo_final=159 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.1396 reconstruction_repairs=0 reconstruction_trace_hits=69 reconstruction_trace_fallbacks=0 memo_used_mb=0.0254745 memo_bytes_per_entry=168,100,5,D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_6.txt,adaptive,custom,0,0,1,1,1,0,0,0,-1,-1,1,1,1,1,1,12288,83610,,,0.4317,159,99,24,317,24,0,1,2294,0,0,0,0,0,0,43,159,159,0,0,0.1396,0,69,0,0.0254745,168,All=140;Hits=15;Hits2=0;MerL=0;MerR=0;MinRatio=1;Miss=0;Miss2=0;MovL=0;MovR=0;NbBytesMem=3052;NbBytesMem2=0;NbEntryMem=37;NbEntryMem2=0;NbJobsMem=-1;RAM=4689920;TT=83610;szMerL=0;szMerR=0,83610.0,,4689920.0,3052.0,0.0,37.0,0.0,-1.0,15.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C:\c++\test2\results\article_code_comparison\raw_results.csv,True,True,True,0.997422,0.926437,0.053395000000000005,0.053533000000000004,0.001537322998046875,0.001659393310546875,MATCH,200,True
100,0.4,0.8,6,D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_7.txt,D:\test2\results\article_code_comparison,generated_by_project_generator,D:\test2\x64\Release\bm_solver.exe,SOLVED,92796,0.8448,54.505,,,100,60480,1699840,SOLVED,92796.0,53.377,8222.0,4841472.0,1880064,1.021133,7.355874,0.904139,MATCH,True,,[run] n=100 seed=6 input=D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_7.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=92796 time_ms=0.8448 nodes=360 max_depth=99 memo_hits=29 memo_misses=719 memo_exact_hits=29 memo_lb_hits=0 rule4=1 valid_pos=4297 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=1 terminal_edd=103 memo_peak=360 memo_final=360 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.1365 reconstruction_repairs=0 reconstruction_trace_hits=70 reconstruction_trace_fallbacks=0 memo_used_mb=0.0576782 memo_bytes_per_entry=168,100,6,D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_7.txt,adaptive,custom,0,0,1,1,1,0,0,0,-1,-1,1,1,1,1,1,12288,92796,,,0.8448,360,99,29,719,29,0,1,4297,0,0,0,0,0,1,103,360,360,0,0,0.1365,0,70,0,0.0576782,168,All=304;Hits=16;Hits2=0;MerL=0;MerR=0;MinRatio=1;Miss=0;Miss2=0;MovL=0;MovR=0;NbBytesMem=8222;NbBytesMem2=0;NbEntryMem=110;NbEntryMem2=0;NbJobsMem=-1;RAM=4841472;TT=92796;szMerL=0;szMerR=0,92796.0,,4841472.0,8222.0,0.0,110.0,0.0,-1.0,16.0,0.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C:\c++\test2\results\article_code_comparison\raw_results.csv,True,True,True,1.021133,0.904139,0.054505000000000005,0.053377,0.001583099365234375,0.001750946044921875,MATCH,200,True
100,0.4,0.8,7,D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_8.txt,D:\test2\results\article_code_comparison,generated_by_project_generator,D:\test2\x64\Release\bm_solver.exe,SOLVED,75484,0.8332,53.586,,,100,57960,1708032,SOLVED,75484.0,53.258,7322.0,4689920.0,1798144,1.006159,7.91587,0.949886,MATCH,True,,[run] n=100 seed=7 input=D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_8.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=75484 time_ms=0.8332 nodes=345 max_depth=99 memo_hits=34 memo_misses=689 memo_exact_hits=34 memo_lb_hits=0 rule4=1 valid_pos=4972 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=1 terminal_edd=72 memo_peak=345 memo_final=345 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.1194 reconstruction_repairs=0 reconstruction_trace_hits=66 reconstruction_trace_fallbacks=0 memo_used_mb=0.055275 memo_bytes_per_entry=168,100,7,D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_8.txt,adaptive,custom,0,0,1,1,1,0,0,0,-1,-1,1,1,1,1,1,12288,75484,,,0.8332,345,99,34,689,34,0,1,4972,0,0,0,0,0,1,72,345,345,0,0,0.1194,0,66,0,0.055275,168,All=399;Hits=31;Hits2=0;MerL=0;MerR=0;MinRatio=1;Miss=0;Miss2=0;MovL=0;MovR=0;NbBytesMem=7322;NbBytesMem2=0;NbEntryMem=107;NbEntryMem2=0;NbJobsMem=-1;RAM=4689920;TT=75484;szMerL=0;szMerR=0,75484.0,,4689920.0,7322.0,0.0,107.0,0.0,-1.0,31.0,0.0,0.0,0.0,399.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C:\c++\test2\results\article_code_comparison\raw_results.csv,True,True,True,1.006159,0.949886,0.053586,0.053258,0.001590728759765625,0.001674652099609375,MATCH,200,True
100,0.4,0.8,8,D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_9.txt,D:\test2\results\article_code_comparison,generated_by_project_generator,D:\test2\x64\Release\bm_solver.exe,SOLVED,96749,1.1539,53.4,,,100,113064,1728512,SOLVED,96749.0,53.253,14396.0,4804608.0,1806336,1.00276,7.853848,0.956916,MATCH,True,,[run] n=100 seed=8 input=D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_9.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=96749 time_ms=1.1539 nodes=673 max_depth=99 memo_hits=63 memo_misses=1345 memo_exact_hits=63 memo_lb_hits=0 rule4=1 valid_pos=6865 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=2 terminal_edd=151 memo_peak=673 memo_final=673 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.1072 reconstruction_repairs=0 reconstruction_trace_hits=68 reconstruction_trace_fallbacks=0 memo_used_mb=0.107826 memo_bytes_per_entry=168,100,8,D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_9.txt,adaptive,custom,0,0,1,1,1,0,0,0,-1,-1,1,1,1,1,1,12288,96749,,,1.1539,673,99,63,1345,63,0,1,6865,0,0,0,0,0,2,151,673,673,0,0,0.1072,0,68,0,0.107826,168,All=639;Hits=24;Hits2=0;MerL=0;MerR=0;MinRatio=1;Miss=0;Miss2=0;MovL=0;MovR=0;NbBytesMem=14396;NbBytesMem2=0;NbEntryMem=229;NbEntryMem2=0;NbJobsMem=-1;RAM=4804608;TT=96749;szMerL=0;szMerR=0,96749.0,,4804608.0,14396.0,0.0,229.0,0.0,-1.0,24.0,0.0,0.0,0.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C:\c++\test2\results\article_code_comparison\raw_results.csv,True,True,True,1.00276,0.956916,0.053399999999999996,0.053253,0.00160980224609375,0.001682281494140625,MATCH,200,True
100,0.4,0.8,9,D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_10.txt,D:\test2\results\article_code_comparison,generated_by_project_generator,D:\test2\x64\Release\bm_solver.exe,SOLVED,74933,0.566,55.283,,,100,44016,1748992,SOLVED,74933.0,53.174,6782.0,4689920.0,1634304,1.039662,6.490121,1.070175,MATCH,True,,[run] n=100 seed=9 input=D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_10.txt decomp=adaptive memo_backend=custom use_ub=0 use_lb=0 terminal_rules=1 position_filtering_enabled=1 enable_lawler_basic_rules=1 enable_simple_lb=0 enable_lb_memo=0 enable_edd_ub=0 ub_depth_limit=-1 lb_depth_limit=-1 terminal_all_tardy_spt=1 terminal_edd_at_most_one_tardy=1 enable_memo=1 enable_exact_memo=1 memo_full_key_verification=1 memo_memory_limit_mb=12288 cost=74933 time_ms=0.566 nodes=262 max_depth=99 memo_hits=33 memo_misses=523 memo_exact_hits=33 memo_lb_hits=0 rule4=1 valid_pos=2788 valid_pos_pruned_3a=0 valid_pos_pruned_3b=0 memo_rejected=0 memo_forced_evict=0 lufo_passes=0 terminal_spt=1 terminal_edd=78 memo_peak=262 memo_final=262 memo_evictions=0 memo_clean_time_ms=0 reconstruction_time_ms=0.0907 reconstruction_repairs=0 reconstruction_trace_hits=59 reconstruction_trace_fallbacks=0 memo_used_mb=0.0419769 memo_bytes_per_entry=168,100,9,D:\test2\results\article_code_comparison\data\100\SDT_100_0.4_0.8_10.txt,adaptive,custom,0,0,1,1,1,0,0,0,-1,-1,1,1,1,1,1,12288,74933,,,0.566,262,99,33,523,33,0,1,2788,0,0,0,0,0,1,78,262,262,0,0,0.0907,0,59,0,0.0419769,168,All=270;Hits=22;Hits2=0;MerL=0;MerR=0;MinRatio=1;Miss=0;Miss2=0;MovL=0;MovR=0;NbBytesMem=6782;NbBytesMem2=0;NbEntryMem=76;NbEntryMem2=0;NbJobsMem=-1;RAM=4689920;TT=74933;szMerL=0;szMerR=0,74933.0,,4689920.0,6782.0,0.0,76.0,0.0,-1.0,22.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C:\c++\test2\results\article_code_comparison\raw_results.csv,True,True,True,1.039662,1.070175,0.055283,0.053174,0.001628875732421875,0.001522064208984375,MATCH,200,True
